id_persona	forma	clip	json	segments	estat
pa-049	diguem	clips/pa-049__diguem__213.13.wav	qa-clips-json/pa-049__diguem__213_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" que no havia, avui dia, a Calarenya i al Cíndic General,""},{""timestamps"":{""from"":""00:00:03,080"",""to"":""00:00:05,880""},""offsets"":{""from"":3080,""to"":5880},""text"":"" per fer una mica de publicitat d'endorra.""},{""timestamps"":{""from"":""00:00:05,960"",""to"":""00:00:07,640""},""offsets"":{""from"":5960,""to"":7640},""text"":"" Diguem que endorra era un poble.""}]"	pendent-audicio
pa-049	o sigui	clips/pa-049__o-sigui__365.21.wav	qa-clips-json/pa-049__o-sigui__365_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,800""},""offsets"":{""from"":0,""to"":3800},""text"":"" I el servei de servei, o sigui, tot té creació de nou serveis.""},{""timestamps"":{""from"":""00:00:03,880"",""to"":""00:00:07,480""},""offsets"":{""from"":3880,""to"":7480},""text"":"" I, a més, dels serveis que eren necessaris en aquell moment.""}]"	pendent-audicio
pa-053	perquè	clips/pa-053__perqu__113.93.wav	qa-clips-json/pa-053__perqu__113_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,760""},""offsets"":{""from"":0,""to"":6760},""text"":"" d'aquí, no venia a guanyar alguna pèl·la, perquè volien desprotar la gent.""}]"	pendent-audicio
pa-054	bueno	clips/pa-054__bueno__51.69.wav	qa-clips-json/pa-054__bueno__51_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,400""},""offsets"":{""from"":0,""to"":3400},""text"":"" I, bueno, era la primera fase.""}]"	pendent-audicio
pa-054	perquè	clips/pa-054__perqu__80.45.wav	qa-clips-json/pa-054__perqu__80_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,160""},""offsets"":{""from"":0,""to"":4160},""text"":"" i portant mai a la vida sabades, perquè ho veig.""}]"	pendent-audicio
pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	qa-clips-json/pa-055__a-nivell__38_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,120""},""offsets"":{""from"":0,""to"":5120},""text"":"" Però a nivell nacional, volia dir, per 89,""}]"	pendent-audicio
pa-055	a veure	clips/pa-055__a-veure__63.89.wav	qa-clips-json/pa-055__a-veure__63_89.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,440""},""offsets"":{""from"":0,""to"":3440},""text"":"" Sí, sí, a veure...""}]"	pendent-audicio
pa-055	evidentment	clips/pa-055__evidentment__1644.01.wav	qa-clips-json/pa-055__evidentment__1644_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,200""},""offsets"":{""from"":0,""to"":5200},""text"":"" que dintre d'això hi havia punts essencials, evidentment,""}]"	pendent-audicio
pa-055	perquè	clips/pa-055__perqu__148.53.wav	qa-clips-json/pa-055__perqu__148_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,760""},""offsets"":{""from"":0,""to"":3760},""text"":"" Ja t'ho dic tot, perquè no em vull ascendre.""}]"	pendent-audicio
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	qa-clips-json/pa-055__reformeta__139_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,000""},""offsets"":{""from"":0,""to"":6000},""text"":"" La diferència és que la reformeta tractava amb missatges.""}]"	pendent-audicio
pa-056	a veure	clips/pa-056__a-veure__673.21.wav	qa-clips-json/pa-056__a-veure__673_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,520""},""offsets"":{""from"":0,""to"":2520},""text"":"" A veure, aquí que el diu una cosa.""}]"	pendent-audicio
pa-056	clar	clips/pa-056__clar__62.45.wav	qa-clips-json/pa-056__clar__62_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" Jo tenia molt clar que s'havia de canviar la manera de fer.""}]"	pendent-audicio
pa-056	crec	clips/pa-056__crec__347.05.wav	qa-clips-json/pa-056__crec__347_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,200""},""offsets"":{""from"":0,""to"":5200},""text"":"" perquè jo crec que hi ha alguns que em donen una sensació""}]"	pendent-audicio
pa-056	evidentment	clips/pa-056__evidentment__43.45.wav	qa-clips-json/pa-056__evidentment__43_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,440""},""offsets"":{""from"":0,""to"":3440},""text"":"" com estaven, doncs evidentment no era el nostre tarannà,""},{""timestamps"":{""from"":""00:00:03,520"",""to"":""00:00:05,040""},""offsets"":{""from"":3520,""to"":5040},""text"":"" per almenys el meu.""}]"	pendent-audicio
pa-056	perquè	clips/pa-056__perqu__31.73.wav	qa-clips-json/pa-056__perqu__31_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,120""},""offsets"":{""from"":0,""to"":2120},""text"":"" els quadrenys perquè, lògicament,""}]"	pendent-audicio
pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	qa-clips-json/pa-056__tirar-endavant__185_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,640""},""offsets"":{""from"":0,""to"":2640},""text"":"" i estem d'acord? Doncs vam tirar endavant.""}]"	pendent-audicio
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	qa-clips-json/pa-056__vull-dir__842_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,720""},""offsets"":{""from"":0,""to"":4720},""text"":"" Bé, vull dir també, perquè cal recordar-ho.""}]"	pendent-audicio
pa-057	diguem	clips/pa-057__diguem__929.81.wav	qa-clips-json/pa-057__diguem__929_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" però que no siguis un club, diguem-ho així.""}]"	pendent-audicio
pa-057	llavors	clips/pa-057__llavors__42.85.wav	qa-clips-json/pa-057__llavors__42_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,320""},""offsets"":{""from"":0,""to"":4320},""text"":"" I llavors això planava molt sobre, sense que es digués, molt.""}]"	pendent-audicio
pa-057	perquè	clips/pa-057__perqu__249.45.wav	qa-clips-json/pa-057__perqu__249_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,160""},""offsets"":{""from"":0,""to"":4160},""text"":"" molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.""}]"	pendent-audicio
pa-058	a nivell	clips/pa-058__a-nivell__188.37.wav	qa-clips-json/pa-058__a-nivell__188_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,680""},""offsets"":{""from"":0,""to"":2680},""text"":"" Quan se vol, a nivells de programes polítics,""}]"	pendent-audicio
pa-058	diguem	clips/pa-058__diguem__715.21.wav	qa-clips-json/pa-058__diguem__715_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,600""},""offsets"":{""from"":0,""to"":3600},""text"":"" per nosaltres, que se ens van apropant, diguem, per vosaltres.""}]"	pendent-audicio
pa-058	perquè	clips/pa-058__perqu__91.09.wav	qa-clips-json/pa-058__perqu__91_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" i resòria, perquè no podíem acabar mai de decidir que una cosa...""}]"	pendent-audicio
pa-058	vull dir	clips/pa-058__vull-dir__975.13.wav	qa-clips-json/pa-058__vull-dir__975_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" i demitots que gràcies a Déu que vull dir a l'Adri.""}]"	pendent-audicio
pa-058	és a dir	clips/pa-058__s-a-dir__74.41.wav	qa-clips-json/pa-058__s-a-dir__74_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" sin enviure.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:05,480""},""offsets"":{""from"":1080,""to"":5480},""text"":"" És a dir, que nosaltres podíem dins que volíem ser com un pa...""}]"	pendent-audicio
pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	qa-clips-json/pa-059__a-nivell__142_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,320""},""offsets"":{""from"":0,""to"":6320},""text"":"" Jo penso que totes les parts implicades a nivell de totes les parròquies,""}]"	pendent-audicio
pa-059	clar	clips/pa-059__clar__36.61.wav	qa-clips-json/pa-059__clar__36_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" és on els primers.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:04,880""},""offsets"":{""from"":1080,""to"":4880},""text"":"" Nosaltres teníem clar que havíem de fer el pas.""}]"	pendent-audicio
pa-059	perquè	clips/pa-059__perqu__4.09.wav	qa-clips-json/pa-059__perqu__4_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:07,000""},""offsets"":{""from"":0,""to"":7000},""text"":"" Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.""}]"	pendent-audicio
pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	qa-clips-json/pa-059__tirar-endavant__49_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" per fer les decisions com per poder tirar endavant amb tot el que era la justícia,""}]"	pendent-audicio
pa-059	vull dir	clips/pa-059__vull-dir__271.81.wav	qa-clips-json/pa-059__vull-dir__271_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,800""},""offsets"":{""from"":0,""to"":6800},""text"":"" Vull dir, nosaltres entraiem amb una proporcional nacional.""}]"	pendent-audicio
pa-059	és a dir	clips/pa-059__s-a-dir__487.81.wav	qa-clips-json/pa-059__s-a-dir__487_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" És a dir, que sempre hi ha aquesta incognita i, evidentment,""}]"	pendent-audicio
pa-060	a veure	clips/pa-060__a-veure__268.57.wav	qa-clips-json/pa-060__a-veure__268_57.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,440""},""offsets"":{""from"":0,""to"":3440},""text"":"" d'un aspecte, eh?, a veure, i que les eleccions són del 92...""}]"	pendent-audicio
pa-060	crec	clips/pa-060__crec__42.05.wav	qa-clips-json/pa-060__crec__42_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:07,400""},""offsets"":{""from"":0,""to"":7400},""text"":"" que es vegués. No depenia del Govern, el vam crear, crec que l'hem 84.""}]"	pendent-audicio
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	qa-clips-json/pa-060__de-fet__72_57.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,960""},""offsets"":{""from"":0,""to"":4960},""text"":"" dos legislatures que van ocupar 4 anys, de fet.""}]"	pendent-audicio
pa-060	perquè	clips/pa-060__perqu__29.05.wav	qa-clips-json/pa-060__perqu__29_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,160""},""offsets"":{""from"":0,""to"":3160},""text"":"" en aquests moments perquè els copríncets,""},{""timestamps"":{""from"":""00:00:03,240"",""to"":""00:00:05,520""},""offsets"":{""from"":3240,""to"":5520},""text"":"" sobretot els representants, perdien...""}]"	pendent-audicio
pa-060	és a dir	clips/pa-060__s-a-dir__207.33.wav	qa-clips-json/pa-060__s-a-dir__207_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,400""},""offsets"":{""from"":0,""to"":6400},""text"":"" És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps, però gràcies.""}]"	pendent-audicio
pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	qa-clips-json/pa-061__a-nivell__1357_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" No vol dir que a nivell laboral la néixer.""}]"	pendent-audicio
pa-061	a veure	clips/pa-061__a-veure__579.17.wav	qa-clips-json/pa-061__a-veure__579_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,520""},""offsets"":{""from"":0,""to"":3520},""text"":"" i això és el que ara començarem a veure.""}]"	pendent-audicio
pa-061	bueno	clips/pa-061__bueno__171.05.wav	qa-clips-json/pa-061__bueno__171_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,080""},""offsets"":{""from"":0,""to"":2080},""text"":"" Bueno, te n'has d'anar. Bueno, va.""},{""timestamps"":{""from"":""00:00:02,160"",""to"":""00:00:03,760""},""offsets"":{""from"":2160,""to"":3760},""text"":"" Amb una cantina...""}]"	pendent-audicio
pa-061	bé	clips/pa-061__b__662.89.wav	qa-clips-json/pa-061__b__662_89.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,120""},""offsets"":{""from"":0,""to"":2120},""text"":"" que no li ha agradat, eh?, sempre que li n'hi ha bé,""},{""timestamps"":{""from"":""00:00:02,200"",""to"":""00:00:04,080""},""offsets"":{""from"":2200,""to"":4080},""text"":"" però jo sé per què, mudada.""}]"	pendent-audicio
pa-061	crec	clips/pa-061__crec__428.85.wav	qa-clips-json/pa-061__crec__428_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,080""},""offsets"":{""from"":0,""to"":3080},""text"":"" que hi ha una cosa que jo crec que és importantíssima,""},{""timestamps"":{""from"":""00:00:03,160"",""to"":""00:00:04,320""},""offsets"":{""from"":3160,""to"":4320},""text"":"" que és el vinó.""}]"	pendent-audicio
pa-061	evidentment	clips/pa-061__evidentment__672.69.wav	qa-clips-json/pa-061__evidentment__672_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,280""},""offsets"":{""from"":0,""to"":3280},""text"":"" i després hi havia el factor, evidentment, diferent.""},{""timestamps"":{""from"":""00:00:03,360"",""to"":""00:00:04,880""},""offsets"":{""from"":3360,""to"":4880},""text"":"" Se'l deprem, clar, que no.""}]"	pendent-audicio
pa-061	llavors	clips/pa-061__llavors__380.77.wav	qa-clips-json/pa-061__llavors__380_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" -Exacte.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:03,600""},""offsets"":{""from"":1080,""to"":3600},""text"":"" -Bueno, llavors comença tot una agradació.""}]"	pendent-audicio
pa-062	bueno	clips/pa-062__bueno__297.17.wav	qa-clips-json/pa-062__bueno__297_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,480""},""offsets"":{""from"":0,""to"":1480},""text"":"" Diuen que és...""},{""timestamps"":{""from"":""00:00:01,560"",""to"":""00:00:05,000""},""offsets"":{""from"":1560,""to"":5000},""text"":"" Bueno, hi ha una frase que diu \""El pot petit i la bona comfitada\"".""}]"	pendent-audicio
pa-062	crec	clips/pa-062__crec__1037.89.wav	qa-clips-json/pa-062__crec__1037_89.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,840""},""offsets"":{""from"":0,""to"":2840},""text"":"" que el va callar, jo crec que has tallat el pernil.""},{""timestamps"":{""from"":""00:00:02,920"",""to"":""00:00:03,920""},""offsets"":{""from"":2920,""to"":3920},""text"":"" Sí.""}]"	pendent-audicio
pa-062	diguem	clips/pa-062__diguem__191.37.wav	qa-clips-json/pa-062__diguem__191_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,760""},""offsets"":{""from"":0,""to"":4760},""text"":"" i aquesta bata, que a canilló en diguem una brusa.""}]"	pendent-audicio
pa-062	perquè	clips/pa-062__perqu__73.97.wav	qa-clips-json/pa-062__perqu__73_97.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" Avui és un bon dia perquè amb una copa de bombi a la mà ens desperta.""}]"	pendent-audicio
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	qa-clips-json/pa-062__s-a-dir__973_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,440""},""offsets"":{""from"":0,""to"":3440},""text"":"" que ells donaven, és a dir, que s'instaureix""},{""timestamps"":{""from"":""00:00:03,520"",""to"":""00:00:06,600""},""offsets"":{""from"":3520,""to"":6600},""text"":"" entre el món polític i el món empresarial un diàleg...""}]"	pendent-audicio
pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	qa-clips-json/pa-063__a-nivell__1143_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" que ara farem, que jo crec que ens ajudarà molt a nivell de finances.""}]"	pendent-audicio
pa-063	a veure	clips/pa-063__a-veure__402.13.wav	qa-clips-json/pa-063__a-veure__402_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" A veure, aquesta opinió de que s'obren""}]"	pendent-audicio
pa-063	bé	clips/pa-063__b__105.97.wav	qa-clips-json/pa-063__b__105_97.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,280""},""offsets"":{""from"":0,""to"":4280},""text"":"" Bé, treballem una cosa que amb una il·liogràdia que ja ha donat...""}]"	pendent-audicio
pa-063	clar	clips/pa-063__clar__392.49.wav	qa-clips-json/pa-063__clar__392_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,760""},""offsets"":{""from"":0,""to"":3760},""text"":"" Però clar, aquest és un primer basc i després donar tot el món.""}]"	pendent-audicio
pa-063	doncs	clips/pa-063__doncs__609.05.wav	qa-clips-json/pa-063__doncs__609_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,400""},""offsets"":{""from"":0,""to"":3400},""text"":"" com sigui, doncs ho haurem de patir i s'ho haurà de fer,""},{""timestamps"":{""from"":""00:00:03,480"",""to"":""00:00:04,960""},""offsets"":{""from"":3480,""to"":4960},""text"":"" i si no, no en sortirem.""}]"	pendent-audicio
pa-063	llavors	clips/pa-063__llavors__39.49.wav	qa-clips-json/pa-063__llavors__39_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" Ella és la que va crear els primers llavors.""}]"	pendent-audicio
pa-063	perquè	clips/pa-063__perqu__142.61.wav	qa-clips-json/pa-063__perqu__142_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,280""},""offsets"":{""from"":0,""to"":3280},""text"":"" perquè vam començar l'any 65.""}]"	pendent-audicio
pa-064	a veure	clips/pa-064__a-veure__587.61.wav	qa-clips-json/pa-064__a-veure__587_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,400""},""offsets"":{""from"":0,""to"":3400},""text"":"" No s'ha tornat a veure amb els anys.""}]"	pendent-audicio
pa-064	bé	clips/pa-064__b__97.93.wav	qa-clips-json/pa-064__b__97_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" Bé, ara ens exercitarem amb l'exercici de la memòria.""}]"	pendent-audicio
pa-064	clar	clips/pa-064__clar__109.97.wav	qa-clips-json/pa-064__clar__109_97.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,880""},""offsets"":{""from"":0,""to"":4880},""text"":"" I clar, vostè, amb 97 anys, té molts records,""}]"	pendent-audicio
pa-064	crec	clips/pa-064__crec__1335.77.wav	qa-clips-json/pa-064__crec__1335_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:09,000""},""offsets"":{""from"":0,""to"":9000},""text"":"" la família, jo crec que és l'escència de viure bé i en pau.""}]"	pendent-audicio
pa-064	o sigui	clips/pa-064__o-sigui__36.73.wav	qa-clips-json/pa-064__o-sigui__36_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,600""},""offsets"":{""from"":0,""to"":2600},""text"":"" per programar el record, o sigui, a la vida.""}]"	pendent-audicio
pa-064	és a dir	clips/pa-064__s-a-dir__258.61.wav	qa-clips-json/pa-064__s-a-dir__258_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,920""},""offsets"":{""from"":0,""to"":3920},""text"":"" És a dir, que el Dorre de Bordelel,""},{""timestamps"":{""from"":""00:00:04,040"",""to"":""00:00:05,800""},""offsets"":{""from"":4040,""to"":5800},""text"":"" en cap d'aquests temps.""}]"	pendent-audicio
pa-065	bé	clips/pa-065__b__138.57.wav	qa-clips-json/pa-065__b__138_57.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,760""},""offsets"":{""from"":0,""to"":3760},""text"":"" M'ho diu jo, molt bé, el cert que ve no el paradís,""},{""timestamps"":{""from"":""00:00:03,840"",""to"":""00:00:06,040""},""offsets"":{""from"":3840,""to"":6040},""text"":"" va en marxar del paradís, però...""}]"	pendent-audicio
pa-065	clar	clips/pa-065__clar__221.29.wav	qa-clips-json/pa-065__clar__221_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" És a dir, jo tinc clar que l'Evangeli és on tinc el macar.""}]"	pendent-audicio
pa-065	crec	clips/pa-065__crec__1276.85.wav	qa-clips-json/pa-065__crec__1276_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,080""},""offsets"":{""from"":0,""to"":4080},""text"":"" Sí, jo crec que... i aquests camins, i aquests cims...""}]"	pendent-audicio
pa-065	doncs	clips/pa-065__doncs__157.49.wav	qa-clips-json/pa-065__doncs__157_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,000""},""offsets"":{""from"":0,""to"":4000},""text"":"" i quan hi ha amor, doncs Déu, avi, tenen tots els nostres cors.""}]"	pendent-audicio
pa-065	o sigui	clips/pa-065__o-sigui__191.65.wav	qa-clips-json/pa-065__o-sigui__191_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,800""},""offsets"":{""from"":0,""to"":2800},""text"":"" O sigui que el paradís som nosaltres.""}]"	pendent-audicio
pa-065	perquè	clips/pa-065__perqu__129.17.wav	qa-clips-json/pa-065__perqu__129_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" el paradís. Però un viu, perquè el paradís no existeix, fins i tot.""}]"	pendent-audicio
pa-065	és a dir	clips/pa-065__s-a-dir__221.29.wav	qa-clips-json/pa-065__s-a-dir__221_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" És a dir, jo tinc clar que l'Evangeli és on tinc el macar.""}]"	pendent-audicio
pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	qa-clips-json/pa-066__a-nivell__25_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,640""},""offsets"":{""from"":0,""to"":3640},""text"":"" S'ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.""}]"	pendent-audicio
pa-066	bueno	clips/pa-066__bueno__357.23.wav	qa-clips-json/pa-066__bueno__357_23.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" de la perifèria, i, bueno, jo recordo que he passat...""}]"	pendent-audicio
pa-066	bé	clips/pa-066__b__10.13.wav	qa-clips-json/pa-066__b__10_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,240""},""offsets"":{""from"":0,""to"":2240},""text"":"" el trànsit estava complicat.""},{""timestamps"":{""from"":""00:00:02,360"",""to"":""00:00:05,560""},""offsets"":{""from"":2360,""to"":5560},""text"":"" I bé, venint de casa meva, que jo vivia...""}]"	pendent-audicio
pa-066	crec	clips/pa-066__crec__219.63.wav	qa-clips-json/pa-066__crec__219_63.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:07,000""},""offsets"":{""from"":0,""to"":7000},""text"":"" La col·laboració del banc amb l'entorn amb el país crec que va ser important.""}]"	pendent-audicio
pa-066	de fet	clips/pa-066__de-fet__44.37.wav	qa-clips-json/pa-066__de-fet__44_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" En aquest edifici, de fet, va ser l'únic, va ser important, no?""}]"	pendent-audicio
pa-066	evidentment	clips/pa-066__evidentment__89.75.wav	qa-clips-json/pa-066__evidentment__89_75.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" evidentment tota la part del sota em va quedar absolutament inundat.""}]"	pendent-audicio
pa-066	llavors	clips/pa-066__llavors__16.21.wav	qa-clips-json/pa-066__llavors__16_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" a l'arribar al pont del que llavors era el pris únic.""}]"	pendent-audicio
pa-066	perquè	clips/pa-066__perqu__21.81.wav	qa-clips-json/pa-066__perqu__21_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" que pot passar.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:02,760""},""offsets"":{""from"":1080,""to"":2760},""text"":"" Era bastant previsible perquè el dia anterior""},{""timestamps"":{""from"":""00:00:02,840"",""to"":""00:00:04,840""},""offsets"":{""from"":2840,""to"":4840},""text"":"" havia plogut molt, havia sigut un dia...""}]"	pendent-audicio
