forma	id_persona	interval_escolta	clip	sha256	transcripcio_base	text_base	forma_en_base
clar	pa-016	175.69-180.35	clips/pa-016__clar__175.69.wav	53417c5937ebd77eea674c73a53a00c5def89cc1388d4d9ba7af2c08352a5321	qa-clips-base/pa-016__clar__175_69_180_35.txt	I hem de tenir un objectiu molt clar i hem d'assolir.  Al fet de que...	sí
clar	pa-017	34.45-42.35	clips/pa-017__clar__34.45.wav	af312c7026f7ee8277a947a1f0ee4eae5b3cc637ce0450d40bf05c79ba88bd85	qa-clips-base/pa-017__clar__34_45_42_35.txt	Nosaltres teníem clar que havíem de fer el pas,	sí
clar	pa-018	112.73-117.35	clips/pa-018__clar__112.73.wav	9f99c40c90b527107f14fef527032d9f8906eb3379b001ebc8d3c14d13de7a77	qa-clips-base/pa-018__clar__112_73_117_35.txt	La que passava era que els delegats permanents	no
clar	pa-019	415.25-419.75	clips/pa-019__clar__415.25.wav	668cf4a7ad0f0a538d2f432f86d3d38fa5ff0c2e511cc31da8c27277f66af70e	qa-clips-base/pa-019__clar__415_25_419_75.txt	que la Constitució seria un mirat amb el tema de la Constitució.	no
clar	pa-020	89.81-94.31	clips/pa-020__clar__89.81.wav	d75e9b20dcd5527823d263a7bb16b4bb1503efbd33c615801fde083f9c9804eb	qa-clips-base/pa-020__clar__89_81_94_31.txt	I com va m'entrar?  És que sí que teníem clar que s'havia de fer la curta.	sí
clar	pa-021	125.89-131.23	clips/pa-021__clar__125.89.wav	a913f12752af63b9fb420bf3f07d16ae26899951962f41db96261006b8cd764d	qa-clips-base/pa-021__clar__125_89_131_23.txt	Tornem amb pes i, clar, això els quins vam entrar.	sí
clar	pa-022	107.73-113.11	clips/pa-022__clar__107.73.wav	e9a457dd00829350bb1cd8d5427e351a52d5363a4c2877a49f4e6d076eb4c7d1	qa-clips-base/pa-022__clar__107_73_113_11.txt	L'objectiu tenia molt clar que t'he jugat molt.  Perquè si no se'n volia.	sí
clar	pa-024	648.09-656.83	clips/pa-024__clar__648.09.wav	be55c69e1f0b1c7f3ec433cdd1244c6d8c47f85b9c12a199d31cc8ef88bd1881	qa-clips-base/pa-024__clar__648_09_656_83.txt	Per tant, teníem clar el cap la idea de una constitució i la volia sincerament.	sí
clar	pa-025	116.09-119.95	clips/pa-025__clar__116.09.wav	46494f8ec2e92591568b22d9a59e10df8399f80880302ddd3678715240190c57	qa-clips-base/pa-025__clar__116_09_119_95.txt	Però clar, és que el govern està més feliç.	sí
clar	pa-026	6.33-9.67	clips/pa-026__clar__6.33.wav	1d49e01fa80a08bbda2aa49c7ebdb27cb1e1603703304f86d6bef7ef20814dfe	qa-clips-base/pa-026__clar__6_33_9_67.txt	No ho comum, però és clar, amb 4 anys.	sí
clar	pa-027	35.13-40.47	clips/pa-027__clar__35.13.wav	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	qa-clips-base/pa-027__clar__35_13_40_47.txt	I jo crec que va ser un cop, però jo crec que va ser un cop.	no
clar	pa-028	290.33-295.15	clips/pa-028__clar__290.33.wav	7a8fcc4e174d2133f4d84a6e5fa4cbe7930766f7184da3dcb28d785e3899110f	qa-clips-base/pa-028__clar__290_33_295_15.txt	com ho veia, perquè el clar ho ha anat que t'inievo i tan de picot.	sí
clar	pa-029	358.61-362.11	clips/pa-029__clar__358.61.wav	87ecea6d257f5da503c66a8e517dab342f32eb1a5275bac62c8d24dda54a74dd	qa-clips-base/pa-029__clar__358_61_362_11.txt	Clar que el moment hi va haver un compromís de 100%.	sí
clar	pa-030	61.89-66.83	clips/pa-030__clar__61.89.wav	759b80baa9808fbaec47e8a3436ea20e520e4c779823b92e8c720cf3abef2ff6	qa-clips-base/pa-030__clar__61_89_66_83.txt	I jo tenia molt clar que s'havia de canviar la manera de fer-ho.	sí
clar	pa-031	154.57-158.95	clips/pa-031__clar__154.57.wav	10f948731d0a7cb883305dc1da54266020830d4a347d2dc1ecdb41b3e1e9cf75	qa-clips-base/pa-031__clar__154_57_158_95.txt	que el Príncep s'han pagut un clave del que sigui el que podi un feno,  podi un m'arribar.	no
clar	pa-032	155.33-162.15	clips/pa-032__clar__155.33.wav	846365fa08da239dccd9a5a3ed12b80a4d507b4ea1436808dea82c94d5d2bbde	qa-clips-base/pa-032__clar__155_33_162_15.txt	i això hagi de tenir-ho amb posar-ho cap.  Això hauria de tenir-ho amb posar-ho cap.  Això hauria de tenir-ho amb posar-ho cap.	no
clar	pa-033	54.49-57.67	clips/pa-033__clar__54.49.wav	9fde768e2bbb3890c1286e6232445126a385643e4ff6e0a5009872803c47f3f3	qa-clips-base/pa-033__clar__54_49_57_67.txt	d'aquí a l'escola que va fer a l'escola que va fer a l'escola.	no
clar	pa-034	55.05-59.71	clips/pa-034__clar__55.05.wav	6e24a95f03374284bd9534cbd2568433bbff99f0eb18f012402d5b93ab7a47f9	qa-clips-base/pa-034__clar__55_05_59_71.txt	i quan vaig arribar aquí a la sala d'espassos per dur,  està bé avui.	no
clar	pa-035	223.61-233.59	clips/pa-035__clar__223.61.wav	717cb21087aa7774e57f37a538421d8db9c6f742df244243eef4e2899876dbd1	qa-clips-base/pa-035__clar__223_61_233_59.txt	S'ha dit que no podia sortir res de ben d'important davant de 6 constitucions.	no
clar	pa-036	136.45-147.15	clips/pa-036__clar__136.45.wav	20cc605a72028b4133fee24acc6d8027bd03a752cb74eecbbb503cf86f111062	qa-clips-base/pa-036__clar__136_45_147_15.txt	Fos una mena de eleccions, ja amb un objectiu més clar,  que en el més enllà de les reformes que s'està fent,  si no hi ha d'anar d'aquestes.	sí
clar	pa-037	186.29-198.91	clips/pa-037__clar__186.29.wav	73d73c3562dcacc6e849e7c1a2734f4e4eae27304de9809df796b491ea1188a1	qa-clips-base/pa-037__clar__186_29_198_91.txt	Després quan va arribar cap al final de tot ens van informar més,  perquè al final havíem de votar així, si no.	no
clar	pa-038	96.41-101.31	clips/pa-038__clar__96.41.wav	04d4613595fd21b42a10322f146d76f8c5ae685057542168ab046d87e50d4eb8	qa-clips-base/pa-038__clar__96_41_101_31.txt	Però la meva motivació, no t'ho dic clar, va ser...	sí
clar	pa-039	45.29-49.71	clips/pa-039__clar__45.29.wav	93389b5c50195a6f48c4256f2f2a8fc8b5e6af26a01369b63123b5a317eb803c	qa-clips-base/pa-039__clar__45_29_49_71.txt	de les xarxes i de les xarxes i de les xarxes i de les xarxes.	no
clar	pa-041	0.00-10.75	clips/pa-041__clar__0.00.wav	8a78e3b7550e1bfa0ede3ba57a9757ef0ee59a12f06a149797408b5e50e1b873	qa-clips-base/pa-041__clar__0_00_10_75.txt	A principis va començar amb 38 alumnes.  I, clar, amb els 5 o 6 anys que jo vaig col·laborar amb l'escala Endorana,  va anar a créixer.	sí
clar	pa-042	101.97-106.63	clips/pa-042__clar__101.97.wav	1b7a4de95f014e88625785c7c8788f9f87cd04a944542d64c66df2be0dba01d2	qa-clips-base/pa-042__clar__101_97_106_63.txt	I ja no pots fer el mateix que faries abans.	no
clar	pa-045	399.85-405.95	clips/pa-045__clar__399.85.wav	512b50fe62e74c159ca6f43e8bf607bdbad775cd06d5d9177e4a69471db78924	qa-clips-base/pa-045__clar__399_85_405_95.txt	No ho he fet, no ho he fet, no ho he fet, no ho he fet, no ho he fet.	no
clar	pa-046	172.53-177.71	clips/pa-046__clar__172.53.wav	c857ae81e31bbea074db46f4b57609fff303f00678938c1cfac5bd4e592941c3	qa-clips-base/pa-046__clar__172_53_177_71.txt	per fer-ho tot el que heu de fer per fer-ho.	no
clar	pa-048	389.65-392.15	clips/pa-048__clar__389.65.wav	61e1c0b496edb4b519e8f1d57f9def04696d8e91a9bd1bb247dbff87e177fd42	qa-clips-base/pa-048__clar__389_65_392_15.txt	(aplaudiments)	no
clar	pa-049	382.01-390.11	clips/pa-049__clar__382.01.wav	c3bf269cec30303c81a2ba4e662150801834f8642b0e39dbaa49df755e4e4975	qa-clips-base/pa-049__clar__382_01_390_11.txt	Però això és el que hem de fer en l'home.  Però això és el que hem de fer en l'home.  Però feia falta aquesta visió  a adelantar-se els recompteixaments, vull dir.	no
clar	pa-051	161.85-167.07	clips/pa-051__clar__161.85.wav	545932defa84f6321f60fb9f8544bbb9c24df1c4bfd7d943082b9341fe070151	qa-clips-base/pa-051__clar__161_85_167_07.txt	en tor, per a una sort de joclar i això l'he rendat al remat.	sí
clar	pa-052	59.97-64.67	clips/pa-052__clar__59.97.wav	738d7c352c58f00979f5959fd7f04bf013195fcbd3c72b83315bd050ed7d4c21	qa-clips-base/pa-052__clar__59_97_64_67.txt	Ja ho hauria de dir que és clar, més podrits.	sí
clar	pa-055	6.29-9.67	clips/pa-055__clar__6.29.wav	63b2c87679de74c726e44daf350da1e6c2406c7ec39a8a446600f0b4c9b063f7	qa-clips-base/pa-055__clar__6_29_9_67.txt	No comú, però és clar, amb quatre anys.	sí
clar	pa-056	62.45-66.87	clips/pa-056__clar__62.45.wav	ced37f6983faa095bef188c9472cac2a64e98688ad844a3e1f2eda35829d1268	qa-clips-base/pa-056__clar__62_45_66_87.txt	Això tenia molt clar de que s'havia de canviar a la manera d'exferir.	sí
clar	pa-057	357.57-364.07	clips/pa-057__clar__357.57.wav	6ae3c85ca2e9e8ba771756a9e36130f54f57aecdacb0fedb71b15c36eedd4794	qa-clips-base/pa-057__clar__357_57_364_07.txt	la que el moment hi va haver un compromís de 100% territorià.	no
clar	pa-058	112.81-117.27	clips/pa-058__clar__112.81.wav	e688a5e98c4bb4ec62c22ccffb0a751623f330ae0f89fc3b1b1341412d16ca65	qa-clips-base/pa-058__clar__112_81_117_27.txt	Que passarà bé, de què els delegats permanents?	no
clar	pa-059	36.61-42.23	clips/pa-059__clar__36.61.wav	64525ab92616f6fedb386d04f9fc635597e6aa9ae86b52c7e2994a02ffa36894	qa-clips-base/pa-059__clar__36_61_42_23.txt	Els altres teníem clar que havíem de fer el pas.	sí
clar	pa-061	376.69-382.19	clips/pa-061__clar__376.69.wav	b8310f5fa973661200f86d40c9dd13717e371c61df44a697ddd7cd478edf79e1	qa-clips-base/pa-061__clar__376_69_382_19.txt	Però per què eren el seu president?	no
clar	pa-062	202.37-208.31	clips/pa-062__clar__202.37.wav	ee81b5bb8f1272811fb20594bc9aaf0fccbefbbbffc9579e180da74578a80176	qa-clips-base/pa-062__clar__202_37_208_31.txt	I clar, això ho he pogut tremetre a dins del meu petit,  d'aigua, sí, que també...	sí
clar	pa-063	392.49-397.11	clips/pa-063__clar__392.49.wav	8b373cc8ddf4b0a5c766b5bd06c838cba3311bcb82fd2f0173710cd466cda425	qa-clips-base/pa-063__clar__392_49_397_11.txt	Però clar, aquest és un primer basque, després de donar el telomó.	sí
clar	pa-064	109.97-115.87	clips/pa-064__clar__109.97.wav	5c316125378b8dc2b6e27928d84fd351ab4690a2ea9a110d01a137fc97f73fca	qa-clips-base/pa-064__clar__109_97_115_87.txt	I clar, vostè en 97 anys té molts records, molts anys.	sí
clar	pa-065	221.29-226.15	clips/pa-065__clar__221.29.wav	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	qa-clips-base/pa-065__clar__221_29_226_15.txt	Jo tinc clar que l'Evangeli és un tinc el macà.	sí
vull dir	pa-001	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	1a89257225e607d2e9f9d2050fa15d77c3ce907fda823afb1b2748a5a89ef7cb	qa-clips-base/pa-001__vull-dir__621_37_625_39.txt	I no ho sé, però no s'han de dir que t'has de dir que no hi hagi res.	no
vull dir	pa-002	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	38073b4edd0f703bf0d91b25b1a14c4d3546f6025131a46905108253144c922f	qa-clips-base/pa-002__vull-dir__172_25_176_75.txt	i no sóc un detallor i altem poc, tu, i tària, vull dir.	sí
vull dir	pa-004	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	4758815736e4bf86fdc22a71ef46374a38f497db04efd5bf7e575fb0560c700c	qa-clips-base/pa-004__vull-dir__143_45_150_59.txt	d'en Valida, vull dir que era doncs llocs molt... molt elevats i també es podia conreure.	sí
vull dir	pa-014	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	11eff0bed809d8e02c39d39b28aacde2e337876d239f35009778a26ab743df21	qa-clips-base/pa-014__vull-dir__19_65_30_15.txt	El passat.  Aixís comenció sempre, vull dir com voluntari divulgador del patrimoni que tenim  el nostre país.	sí
vull dir	pa-016	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	c4956e68050d50a1c8ccda03dc69a1624bd7b1cce8b4aceadb19e6ada55a7f9a	qa-clips-base/pa-016__vull-dir__322_53_327_83.txt	de financers de les que van fer les van passar que va ser així però la nostra	no
vull dir	pa-017	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	4725f6236da3147eea4fa81615c2564e9cffc55f282315babb393c99ed4ad23f	qa-clips-base/pa-017__vull-dir__272_25_279_75.txt	Vull dir que nosaltres ja entraiem a una proporcional nacional.	sí
vull dir	pa-020	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	d001be41b780a6f16ff777ecc40b678707a0e9852080752668c2f12d3c913190	qa-clips-base/pa-020__vull-dir__165_45_170_99.txt	Però no és una cosa que no és una cosa que no és una cosa que no.	no
vull dir	pa-021	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	e6426f1d9f78724e1b7290e1fbacc05e4e093a28a4dd39e938500813ceb21c16	qa-clips-base/pa-021__vull-dir__314_29_323_11.txt	I nosaltres, malgrat que no vull dir de que no vulguessim de cap manera, no?	sí
vull dir	pa-022	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	ba77b7c4c4f128bc932202089348b07770809c746337ef1336c26a45fdde2c37	qa-clips-base/pa-022__vull-dir__308_17_312_27.txt	Evidentament, viatament, n'hi ha que van treballar les lleis que estan.	no
vull dir	pa-023	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	23f067ed9b94b892b4ad3ef4997d4eccd7ab8e2a0fd1a33d60c46d94cc1302aa	qa-clips-base/pa-023__vull-dir__22_05_26_43.txt	que fa en part de la Junta Constitucional.	no
vull dir	pa-025	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	d89ac60effac713bc4f8b8a94184170d33056eaf9707f3290b885d922f4ed0a9	qa-clips-base/pa-025__vull-dir__643_73_649_59.txt	I si vam fer una cosa d'una altra, però tenim les xarxes.	no
vull dir	pa-026	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	9a3419391132ce6ea9b8378361a2f365bc0b741f098b91e18363c65c8916a42d	qa-clips-base/pa-026__vull-dir__311_77_316_07.txt	Tadu-ne, per si un bon cap de còmode.	no
vull dir	pa-027	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	a437e3e323e4760aa243981bebd81f1b14e993243fa82108b5c343fc363f01fb	qa-clips-base/pa-027__vull-dir__254_25_260_87.txt	Per tant, si no hi hauràs d'alguna de les eleccions,  però no hi hauràs d'alguna de les eleccions d'alguna de les eleccions.	no
vull dir	pa-030	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	e8f71c838cc57af6bbb4d19b07f09f072436f569a2fdeec8945b755e4a243dd8	qa-clips-base/pa-030__vull-dir__842_69_848_23.txt	Bé, vull dir també perquè cal recordar-ho.	sí
vull dir	pa-031	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	766570d12e4b95bedbb21736a7c1510052f7b60350460bb1b14fb071af67890a	qa-clips-base/pa-031__vull-dir__207_77_212_75.txt	No he deixat això, sí que m'han donat compte, però...	no
vull dir	pa-032	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	bd0b39fa835b8abc3f65c0415a9f6efa80aa92fdcc55794305d2f3f856a5ea48	qa-clips-base/pa-032__vull-dir__389_29_393_79.txt	No és el que n'he tingut un dia a aquest moment.	no
vull dir	pa-033	56.25-62.63	clips/pa-033__vull-dir__56.25.wav	3176514bdf255ed02125bedfc4a31fe3291dd609a2001906b56ec4eae05ca3df	qa-clips-base/pa-033__vull-dir__56_25_62_63.txt	"que el clar va dir ""tot amb ell i em va dir les exigències que tenia en el seu""."	no
vull dir	pa-034	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	880c6fe29bcf68da7836beca3b462ba1348bd847b4cff593d15893d094ab548c	qa-clips-base/pa-034__vull-dir__58_29_61_51.txt	S'ho és perdut, està bé, vull dir de goma goma, no em gent.	sí
vull dir	pa-036	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	8139e8062997e5deb456bf3cd5d6fa58fb604deffd9eca3b80626ec8395a9044	qa-clips-base/pa-036__vull-dir__632_25_637_75.txt	"""No ho sé, no ho sé, ho sé""."	no
vull dir	pa-037	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	b9ea0bd74bb90c22f5348d705633f79a3d7e343c571b9264e358efc7fb1be258	qa-clips-base/pa-037__vull-dir__414_01_426_11.txt	Vull dir que unes setfes opes són altres, com a dintre l'ans,  perquè tenia sabia que hi havia tensions entre els coprinsets.	sí
vull dir	pa-038	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	a32fa9f85404bb12274c7111daef9b76d6847ba1f7d0d2406a4428ddc78c2ac3	qa-clips-base/pa-038__vull-dir__1576_57_1582_39.txt	Ja et dic els agents exteriors, sigui ja no vull dir quins, però...	sí
vull dir	pa-041	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	30c9b43017918ddcd0935a3e0ad2948d48f28c4fa80779af4c8f54decb491b14	qa-clips-base/pa-041__vull-dir__264_25_271_75.txt	No vull dir potser de discursió,  però potser no s'aclava d'entendre bé.	sí
vull dir	pa-045	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	43be9c23b05611daa8eabc0b29d98fcc530bfedcbe70ace15c374a6080147e83	qa-clips-base/pa-045__vull-dir__779_57_785_23.txt	No ho sé.	no
vull dir	pa-048	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	524676543b7954409cbc9a52e43d717642a9f6ce463b79b0dd62d2a599f4ff10	qa-clips-base/pa-048__vull-dir__993_69_999_19.txt	A més jo vull dir que vostè a través de la llei.	sí
vull dir	pa-049	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	ea4eed62f53887191819af43512cb77ca332f6baa54e823b93d14daf30f3e031	qa-clips-base/pa-049__vull-dir__208_09_214_63.txt	Va fer una carta al president dels EEUU,  aprofitant que la família, la Muàvia, voldia que la reina...	no
vull dir	pa-055	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	d7ae0825474e3f10ae876c4035100da982bb8f6502fe01991b90d4b916378712	qa-clips-base/pa-055__vull-dir__311_73_315_91.txt	Tadua, bé, que va sumar un cop de gorgard, no?	no
vull dir	pa-056	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	66a0b9648889fdf52c4f4b2c0d8b06b93f983546570ea9c69230ac18342dd77b	qa-clips-base/pa-056__vull-dir__842_65_848_07.txt	Bé, vull dir també perquè cal recordar-ho.	sí
vull dir	pa-058	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	6f17a29c4a7ccb17522085ed2258a1978524bb477ea6b40d10bcb96297a72a49	qa-clips-base/pa-058__vull-dir__975_13_979_55.txt	de mi tots, de què gràcies a Déu que vull dir a l'adria.	sí
vull dir	pa-059	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	ecd5a30e086b248161651ab1f91dc733b6b1827dd6c754eacf3743266a1f0e70	qa-clips-base/pa-059__vull-dir__271_81_279_35.txt	Vull dir que nosaltres entraiem amb una proporcional nacional.	sí
vull dir	pa-060	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	1d033dd9c965fdfb0b39777963adbdc13bc8ef2f4d8178f4bf1a565ee8c413d9	qa-clips-base/pa-060__vull-dir__20_65_26_35.txt	de les eleccions de l'estat i de l'estat de l'estat i de l'estat.	no
vull dir	pa-061	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	fd5841b6f4e163609ab929cca3676492547a6cf1509ef4418857f898a0d861d7	qa-clips-base/pa-061__vull-dir__193_57_200_03.txt	No hi havia res endor.  És que tot era una gran novetat.	no
vull dir	pa-062	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	c1b552b0b5e3a7ea2e1324bcd8fc17c86f523cc0068134c92468fead50b673ba	qa-clips-base/pa-062__vull-dir__316_81_326_39.txt	Bé, aquesta confitura, si t'ho vols vendre,  m'ho has dit molt bé abans.  Te'ls veus davant passats?  Perquè em recordo que ells era fàcil.	no
vull dir	pa-063	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	c5d97b41a90a7a71f656aeaf5f5614bd01af4f4f8ec9cd8e58b9b6d52572bb08	qa-clips-base/pa-063__vull-dir__822_45_827_51.txt	I ara ho hem d'anar a l'automàtica.  I ara ho hem d'anar a l'automàtica.	no
vull dir	pa-065	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	4fba2f022b26b5ae8f3cd8fb6ad28366028dee3d7adb490fa2e01233fd339c26	qa-clips-base/pa-065__vull-dir__1401_05_1404_55.txt	No és crític, no és un alcançament.	no
o sigui	pa-001	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	e30d5df251638f7c7f0edd9cc400f8c4eea5af967862abd6906dad2785fe1670	qa-clips-base/pa-001__o-sigui__49_17_54_35.txt	Bé, això van a evolucionar el que era...	no
o sigui	pa-005	373.33-379.95	clips/pa-005__o-sigui__373.33.wav	e012a0a257dc06ff00777d412bdd6a5e595872f15519fd8daf177f55d9e63550	qa-clips-base/pa-005__o-sigui__373_33_379_95.txt	n'ha de dir un format xar i dues fogaixes de pas, així que hi ha poques bromes.	no
o sigui	pa-006	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	7e6d0ea47c07af8ce368432aa6c97091573acd56d9425f39765c6bb82851565e	qa-clips-base/pa-006__o-sigui__136_25_143_75.txt	Si jo rius d'ava plana, no els rius que tenim per aquí amb els altres, sortig i gata.	no
o sigui	pa-009	234.25-238.75	clips/pa-009__o-sigui__234.25.wav	89c81b950aa1d82e5aa53cb10e9f5755eae30ceba1ff32dde2d333f7f848c9af	qa-clips-base/pa-009__o-sigui__234_25_238_75.txt	Però d'intramar-te'ns campanat, o sigui, a la bona l'estructura normal.	sí
o sigui	pa-014	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	5fa2db8a2f3ffeef11efe825ad0cf8482ac53328738c0ac535238b38648e3bd7	qa-clips-base/pa-014__o-sigui__658_45_674_95.txt	És a dir, els homes amb baratina, o sigui, amb pantolons de barit, nergres, faixa i baratina vermella,  que missa blanca, mitjons blancs, i vigatants.	sí
o sigui	pa-015	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	2031ec4abdc61b842e65f4f9cef72b73c77b305580e181b8b675b0f8c1a0d4a6	qa-clips-base/pa-015__o-sigui__104_25_109_75.txt	Siguique, adretes un blupper o més estrategies.	no
o sigui	pa-016	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	2de6a158bd22e6816f8e07e7036d6175f72b8ba25a53f7e2f3b1f054162b0824	qa-clips-base/pa-016__o-sigui__311_25_316_15.txt	de vegades encara s'han regulat, però molts anys després.	no
o sigui	pa-022	42.93-48.95	clips/pa-022__o-sigui__42.93.wav	c2304436ad8e17cc4b83e721b993789c74981eea43bb88c8ae7147d8bffe57c1	qa-clips-base/pa-022__o-sigui__42_93_48_95.txt	No res a fer, bo sigui el fondo que és buscar haver-hi tindre una independència com a país.	sí
o sigui	pa-024	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	467a8db344883b0e0c75aae939476ef92e8ab85b1624b185bef77c3c6be0652d	qa-clips-base/pa-024__o-sigui__554_49_565_07.txt	i el nostre, i tots coincidinem la necessitat de fer un sal des del procés de reforma cap a procés concituen.	no
o sigui	pa-025	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	15f197561de14a5be117006d839bd1c3b94d4f4c1898e94342c7f902a47a2ae7	qa-clips-base/pa-025__o-sigui__1462_85_1472_59.txt	i t'hi he rebut com la meva defrança, i els hores era una mica perillós amb aquest sentit.	no
o sigui	pa-026	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	e3093c80ba3db9f874aedd28c3eb0286c37f6dfac2bc003566be1c58e85233d0	qa-clips-base/pa-026__o-sigui__434_17_437_67.txt	que teníem una missa d'important.	no
o sigui	pa-027	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	e3ae62069bc6a12407f46ac28f7ef364be39795cd42a5d54d4bcfd1c5fe75fec	qa-clips-base/pa-027__o-sigui__361_61_366_71.txt	que el que ha fet és que el que ha passat és que el que ha passat és que el que hackei	no
o sigui	pa-029	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	21506083e606124b8fffc59a96aa71728200ff1bfe8b2fdfc5b93babbf00aa2a	qa-clips-base/pa-029__o-sigui__243_13_248_63.txt	que no hi veés un caos i que no hi veés un dels governs.	no
o sigui	pa-030	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	5dac1315dee188b61c2a7402899c6f321ed309f7ae60e9913ef86f6ac1c38b26	qa-clips-base/pa-030__o-sigui__1016_41_1021_47.txt	de menys, si jo ho valdent resins, se t'hi volca, se t'hi volca.	no
o sigui	pa-034	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	518ad8c4721e637cfbab3600674362519e8dc6784e68dd79c85b8d26bfa0976b	qa-clips-base/pa-034__o-sigui__1106_09_1110_75.txt	Consell, perquè si no, acabarem molt tard.	no
o sigui	pa-038	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	5a835572eaea77f74516f5c54321cfb3d3cd28968fddc0ca9dc4ce2b8697d0c5	qa-clips-base/pa-038__o-sigui__16_65_22_87.txt	S'ha intentat posar-hi una manera de posar-hi.	no
o sigui	pa-040	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	983a24b766a74c414cfd84dbda3d730d59db02b87d5828707f2eb2d21a6a9dc9	qa-clips-base/pa-040__o-sigui__115_73_119_91.txt	Demanar bé com vençut amb molts arguments i amb molt...	no
o sigui	pa-045	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	eed067d165541fa40b17bac59c7266127e529af275f989f401c12a70ede0d3b8	qa-clips-base/pa-045__o-sigui__226_17_233_31.txt	o sigui que una teva profissió.	sí
o sigui	pa-046	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	abe84c7cb9f96a1d2a61399da7d299b89f5fe850eeb3fb688f513f0fbabb26d6	qa-clips-base/pa-046__o-sigui__230_61_235_23.txt	Si tu et moral, o sigui, està contents moralment, no?	sí
o sigui	pa-048	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	4d22a4d0185795715d2c859b20c681826c14862a14a4afac18ee1eff8e0ab722	qa-clips-base/pa-048__o-sigui__581_65_585_99.txt	O sigui que les identitats com les comptures se'n posen,	sí
o sigui	pa-049	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	93fd6ec146f5be2a8ede394b9c5a7319509f4190e0dff7326271dc6bcf8fc88a	qa-clips-base/pa-049__o-sigui__365_21_373_35.txt	No sé si és una idea de ser bé,  o sigui que tot té creació de nou serveix.  Sí, però ja demà és del serveix que eren necessaris en aquell moment.	sí
o sigui	pa-055	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	52147f9974473099dc2dd07dc30f0f61d142173e7c5603b3a4a7ec3879f3c111	qa-clips-base/pa-055__o-sigui__434_17_437_67.txt	que teníem una missa important.	no
o sigui	pa-056	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	fdafe36ed2e857f344ec3ab062e7b6f9b1c4cad058dbb82d5ab8f283fcfbba84	qa-clips-base/pa-056__o-sigui__1016_49_1021_67.txt	I si ja ho val d'en Resien, se t'hi volca.  Se t'hi volca.	no
