id_persona	forma	interval_escolta	clip	small_subcadena	base_subcadena	small_limit_paraula	base_limit_paraula	consens_limit_paraula	text_small	text_base
pa-025	o sigui	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	sí	no	sí	no	no	i t'hi he rebut com l'home de França.  O sigui, aleshores era una mica perillós, amb aquest sentit.	i t'hi he rebut com la meva defrança, i els hores era una mica perillós amb aquest sentit.
pa-026	o sigui	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	sí	no	sí	no	no	O sigui, que teníem una vista important.	que teníem una missa d'important.
pa-027	o sigui	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	no	no	no	no	no	I si hem de fer 4 reunions més, fem les ciutadans.	que el que ha fet és que el que ha passat és que el que ha passat és que el que hackei
pa-029	o sigui	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	sí	no	sí	no	no	que no hi veus un cau, o sigui, que no hi veus un desgovern.	que no hi veés un caos i que no hi veés un dels governs.
pa-030	o sigui	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	sí	no	sí	no	no	O sigui, algú vol vendre gent, se t'evoca, se t'evoca.	de menys, si jo ho valdent resins, se t'hi volca, se t'hi volca.
pa-034	o sigui	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	no	no	no	no	no	i aconsell perquè, si no, acabarem molt tard.	Consell, perquè si no, acabarem molt tard.
pa-038	o sigui	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	sí	no	sí	no	no	O sigui, en Dorre, malgrat ser un dels parlaments,	S'ha intentat posar-hi una manera de posar-hi.
pa-040	o sigui	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	no	no	no	no	no	Demanar el bot, demanar ben convençut amb molts arguments.	Demanar bé com vençut amb molts arguments i amb molt...
pa-045	o sigui	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	sí	sí	sí	sí	sí	o sigui, què et motiva de la teva professió?	o sigui que una teva profissió.
pa-046	o sigui	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	no	sí	no	sí	no	és una necessitat moral,  està contents moralment.	Si tu et moral, o sigui, està contents moralment, no?
pa-048	o sigui	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	sí	sí	sí	sí	sí	O sigui que les identitats com les cultures	O sigui que les identitats com les comptures se'n posen,
pa-049	o sigui	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	sí	sí	sí	sí	sí	I el servei de servei, o sigui, tot té creació de nou serveis.  I, a més, dels serveis que eren necessaris en aquell moment.	No sé si és una idea de ser bé,  o sigui que tot té creació de nou serveix.  Sí, però ja demà és del serveix que eren necessaris en aquell moment.
pa-055	o sigui	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	sí	no	sí	no	no	O sigui, que teníem una vista important.	que teníem una missa important.
pa-056	o sigui	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	no	no	no	no	no	Si algú vol vendre gent, s'etivoca.	I si ja ho val d'en Resien, se t'hi volca.  Se t'hi volca.
pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	sí	no	sí	no	no	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	en un poc temps que vaig trobar a fer un tom de lluit més rostia.
pa-059	o sigui	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	no	sí	no	sí	no	que anar a l'una perquè, si no, no haguessin pogut fer el que es va fer,  penso jo, la cosa no va ser.	que en la una, perquè o sigui, no ho he pogut fer,  el que es va fer, penso jo.  La cosa no va ser...
pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	sí	no	sí	no	no	i el comerç.  O sigui, la primera activitat dels germans, dels pioners...	Si la primera activitat dels germans, despionés, peri...
pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	sí	no	sí	no	no	que teníem.  O sigui que és tota una... tota una col·lecció.  Això mateix.	Que tenim?  Sí, que és tot una col·lecció.
pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	sí	sí	sí	sí	sí	I és modern.  O sigui que vam estar...  Estem a la primera paixa amb comerç.	O sigui que vam estar a la primera paix amb comets.
pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	sí	no	sí	no	no	per programar el record, o sigui, a la vida.	A més, les seves gràcies a les eleccions d'aquesta vegada.
pa-065	o sigui	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	sí	sí	sí	sí	sí	O sigui que el paradís som nosaltres.	O sigui que el paradís són unes altres.
pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav	sí	no	sí	no	no	de la manera que llavors, quan s'acabàvem de regalar.	d'alguna manera.
pa-002	llavors	550.25-556.75	clips/pa-002__llavors__550.25.wav	sí	no	sí	no	no	però, bueno, llavors he de començar a veure les maniobres.	Però jo veia que comença bé les maniobres.
pa-005	llavors	433.29-439.27	clips/pa-005__llavors__433.29.wav	sí	no	sí	no	no	perquè tenen frau, a llavors es quedaven tot a l'import de la denúncia.	de temps frau, a les bones les quedaven tot a l'import de la denúncia.
pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav	no	sí	no	sí	no	i ho deixem clar per a unes dones de ràpids del mòbil prop vendit.  Jo és una canventa jo, la portarem i deixarem caure per a algun taller.	d'al·mull i prop endit.  Llavors, amb una canota de xiu, la portarem,  i deixarem caure, portar-ho punta l'aigua.  Llavors, per tant,
pa-007	llavors	657.25-663.75	clips/pa-007__llavors__657.25.wav	sí	sí	sí	sí	sí	llavors això lògicament li va mereixer un nom al carrer nacional i es caldes	de faça. Llavors això l'Ajuntament li va mereixar un nom al Carrer Nacional i escaldes.
pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav	no	no	no	no	no	i la campana de l'asseu del consell General és de 1856 i és per codi...	La campana de l'asseu del consell general és de 1856.
pa-010	llavors	386.25-391.75	clips/pa-010__llavors__386.25.wav	sí	sí	sí	sí	sí	Allà, llavors, per intentar interpretar què devia voler dir en origen, aquest...	Ah, llavors, per intentar portar que devia voldria enlígen aquests dies.
pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav	no	no	no	no	no	I la feina per tots, en una casa, no n'hi havia de feina per tots.  Vots es tenien que espavilar i buscar-se la vida per ajudar a casa.	per tots, amb una casa no n'hi havia. De fet, a tots els es tenien que es pavilar  i a buscar-se la vida per ajudar a casa.
pa-015	llavors	197.25-204.75	clips/pa-015__llavors__197.25.wav	sí	no	sí	no	no	i edat. I llavors, a part de tindre aquests fills,	d'edat i abans a part de tindre a la G3
pa-016	llavors	15.05-20.91	clips/pa-016__llavors__15.05.wav	sí	no	sí	no	no	i llavors li toca el meu marit ser darrere de contes, i és així.	i jo li toca el meu marit ser redeu de contes i es així és.
pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	sí	no	sí	no	no	perroquial.  Llavors, algunes perroquies bloquejarem completament el comú.  Nosaltres anirem consignant.	El que passa és que el que ha de ser és el que s'ha de fer.
pa-018	llavors	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	sí	no	sí	no	no	llavors, com més desapercebut passa, millor.	i avont és com més desapercebut pas, eh, millor.
pa-019	llavors	422.25-427.75	clips/pa-019__llavors__422.25.wav	sí	no	sí	no	no	perquè ens donava eines per poder fer més coses  de les que podíem fer fins al llavors.  Aquest era el missatge.	perquè ens donava eines per fer més coses als que podíem fer fins allà.
pa-022	llavors	57.37-61.35	clips/pa-022__llavors__57.37.wav	no	no	no	no	no	I una cosa un gran record que tinc de l'Ebonzi, que encara duré ara...	Jo no cosa un gran record que tinc de levons i encara duré ara.
pa-023	llavors	48.81-56.07	clips/pa-023__llavors__48.81.wav	sí	no	sí	no	no	84, 82%, i, llavors, vull dir, no hi havia ministre de l'Interior.	i ara veig molt bé que hi ha d'haver-ho d'una altra manera de fer-ho.
pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav	no	no	no	no	no	i el que va passar a l'estat espanyol.	Però si veiem molt que calia superar,  perquè no el debat que havíem acabat.
pa-026	llavors	81.13-84.63	clips/pa-026__llavors__81.13.wav	no	no	no	no	no	i els vots...	Aleshores...
pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav	no	no	no	no	no	que es podria fer a les reunions.  I tant en tant, cada mes, cada mes i mig,  fèiem una reunió per a les al·lucines.	De tant, cada mes i mig feien una reunió.
pa-028	llavors	151.01-155.91	clips/pa-028__llavors__151.01.wav	sí	no	sí	no	no	Vam fer una feina, i llavors es van decidir tots.	de fer-ne, i el que vols és convendre-se a dir tots.
pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav	no	no	no	no	no	i això plenava molt sobre... sense que es digui...	i això plenava molt sobre les seves digues.
pa-030	llavors	157.61-163.15	clips/pa-030__llavors__157.61.wav	sí	no	sí	no	no	i vam tornar-hi, i llavors ja va vindre el Cíndic Farras i companyia,  i el que sí...	A mi em van tornar a dir que ja va vendre el sindic farràs  i acompanyar-ho en el que sigui.
pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav	no	no	no	no	no	i el debò és de tant en tant, no sé quant és.	que es posa en una institució.
pa-033	llavors	71.53-76.35	clips/pa-033__llavors__71.53.wav	sí	no	sí	no	no	I llavors, normalment, ja la gent que més o menys ve a tractar ho veia de...	Normalment hi ha la gent que pesa una espai tracta,  ho veia de...
pa-034	llavors	29.17-32.67	clips/pa-034__llavors__29.17.wav	no	no	no	no	no	Ja es va pujar, va a veure posclava, que hi havia molta gent.	Bé, ens hem vaig puxar.  Vaig veure pos clau de cap i molta història.
pa-036	llavors	535.25-538.75	clips/pa-036__llavors__535.25.wav	no	no	no	no	no	A mi m'ho he fet junts, doncs jo ja m'hi he canviat tot el men.	i jo vaig canviar tot almenyament.
pa-037	llavors	92.53-106.79	clips/pa-037__llavors__92.53.wav	sí	sí	sí	sí	sí	I jo era així, i a bon dia ja, des de llavors,  encara cada any es fa el dia 2 de febrer,  fem un dinar o un trobar de tot el constituent.	i ja ho des de llavors, encara cada any es fa el dia 2 de febrer,  fem un dinar o un trupeu de trobades de tot el qual s'hi ha continuat.
pa-038	llavors	264.13-269.83	clips/pa-038__llavors__264.13.wav	sí	no	sí	no	no	Llavors, això va ser la meva motivació principal,  va ser que la màgia...	Això va ser la meva motivació principal, va ser la meva vida.
pa-041	llavors	108.25-115.75	clips/pa-041__llavors__108.25.wav	no	sí	no	sí	no	Era una pinya. Abans ho parlàvem amb una persona implicada en la cuina de l'escola, els pares.	I una pinya, llavors, abans ho parlàvem, doncs amb una persona implicada  la cuina de l'escola, els pares.
pa-045	llavors	194.93-200.31	clips/pa-045__llavors__194.93.wav	sí	no	sí	no	no	Allò.  Clar, llavors, el caçador recollitor que està en un lloc fos,  que és la cova...	Allò.  Allò, vols un casador recollectó que està amb un lloc fos que és la cove?
pa-046	llavors	381.13-388.19	clips/pa-046__llavors__381.13.wav	sí	no	sí	no	no	i el client.  Però, llavors, necessites una bona tapisseria.	Però el llobor necessites una bonata pisseria.
pa-048	llavors	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	sí	no	sí	no	no	Llavors, els catalans han volgut...	Demons, els catalans han volgut...
pa-049	llavors	230.45-239.67	clips/pa-049__llavors__230.45.wav	sí	no	sí	no	no	i aquí en Dorre va vindre, llavors, el delegat de premsa de la Casa Blanca.  No sé si va ser arreu realment d'aquesta carta.	I aquí en Dorra va vindre llabons el delegat de prensa de la casa blanca.  No sé si va ser arreu de la càrrecament de aquesta càrrec.
pa-051	llavors	47.61-51.11	clips/pa-051__llavors__47.61.wav	no	no	no	no	no	Si volies vestir-ho, estava al camp i quan no tenia feina...	Tenim 30 anys de l'estiva.  Estava el camp i no t'he vingut a fer-ne.
pa-052	llavors	68.73-73.23	clips/pa-052__llavors__68.73.wav	no	no	no	no	no	i el estiu de vots que hi ha cap a torna.	I el estiu és un piacapotor.
pa-053	llavors	40.73-47.71	clips/pa-053__llavors__40.73.wav	sí	no	sí	no	no	Llavors, que vaig tenir poder 15 o 16 anys,	A la bons, com va tenir 15 o 16 anys que em van viure.
pa-054	llavors	156.57-161.51	clips/pa-054__llavors__156.57.wav	sí	no	sí	no	no	i llavors sortim a l'Òs i això em puc d'haver per allà.	i va sortir de l'oceixant punt d'haver perdllat la gafada.
pa-055	llavors	105.37-110.27	clips/pa-055__llavors__105.37.wav	no	no	no	no	no	no és el mateix.  La casa és dels endurants.	La casa és el segle rancs, el país.
pa-056	llavors	157.77-163.11	clips/pa-056__llavors__157.77.wav	sí	no	sí	no	no	llavors ja va vendre el sindic farlas i companyia i el que sí...	que va prendre un tornari, va vendre el sindic farrat i companyia i el que sí.
pa-057	llavors	42.85-47.99	clips/pa-057__llavors__42.85.wav	sí	no	sí	no	no	I llavors això planava molt sobre, sense que es digués, molt.	I això planàvem molt, sense que es digués molt,  però tot on...
pa-058	llavors	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	no	no	no	no	no	I, abans, com més desapercebut passa,  millor quan va per això.	i avont és com més desapercebut pas, m'hi jo quan va...
pa-059	llavors	361.49-368.39	clips/pa-059__llavors__361.49.wav	no	no	no	no	no	i a Montès algunes parròquies bloquejant completament el comú.	de la ciutadania.
pa-060	llavors	48.77-56.07	clips/pa-060__llavors__48.77.wav	sí	no	sí	no	no	84, 82%, i llavors vull dir que no hi ha biministre de l'interior.	i ara es va posar en el que es va posar en el que es va posar en el que es va posar en el que s'hagessin.
pa-061	llavors	380.77-385.15	clips/pa-061__llavors__380.77.wav	sí	no	sí	no	no	-Exacte.  -Bueno, llavors comença tot una agradació.	-Exactament.  -Ella abans comença a tornar a agradar-s'hi.
pa-063	llavors	39.49-44.79	clips/pa-063__llavors__39.49.wav	sí	sí	sí	sí	sí	Ella és la que va crear els primers llavors.	de l'inccipada. Ella és la que va crear les primeres llavors.
pa-064	llavors	713.33-717.15	clips/pa-064__llavors__713.33.wav	no	no	no	no	no	Tot el... tot el que he de voler.	A tot all, a tot all, a tot all, a tot all.
pa-065	llavors	612.13-617.87	clips/pa-065__llavors__612.13.wav	no	no	no	no	no	I la Roma, per mi també, és la catològica.	i el que hem de posar és que el que hem de posar és el que hem de posar és el que hem de posar.
pa-066	llavors	16.21-20.35	clips/pa-066__llavors__16.21.wav	sí	no	sí	no	no	a l'arribar al pont del que llavors era el pris únic.	que es poden fer a l'estudio de la ciutadania.
pa-001	a veure	341.57-345.59	clips/pa-001__a-veure__341.57.wav	no	sí	no	sí	no	que més depresivo.	A veure, jo penso que era un moment molt delicat, molt important i a vegades...
pa-002	a veure	126.25-132.75	clips/pa-002__a-veure__126.25.wav	sí	sí	sí	sí	sí	un opositor a veure, no era fàcil, eh?	A veure, no era fàcil, i ell era fàcil.
pa-007	a veure	89.25-96.75	clips/pa-007__a-veure__89.25.wav	sí	sí	sí	sí	sí	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.
pa-008	a veure	668.25-673.75	clips/pa-008__a-veure__668.25.wav	sí	sí	sí	sí	sí	tot això no té res a veure amb el que tres anys abans	tot això no té res a veure amb el que 3 anys abans
pa-011	a veure	551.81-556.27	clips/pa-011__a-veure__551.81.wav	sí	sí	sí	sí	sí	acabo d'exposicions i activitats que tenen sempre a veure amb el patrimoni.	que tenen sempre a veure amb el Patrimol.
pa-014	a veure	617.45-637.95	clips/pa-014__a-veure__617.45.wav	sí	no	sí	no	no	és els anys 40, 43, 44 que ha hagut un viatge que fan a Barcelona,  una sèrie d'autoritats i una sèrie davant de dansaites del contrapàs,  que van a veure com actuaven els esbarcs a baix a Barcelona,  van veure un espectacle que hi havia.	És els anys 43-44, que ha hagut un viatge que fa una Barcelona, una sèrie d'autoritats  i una sèrie de venta d'enseïtes del contrapas, que van envoure com actuaven els esborgs,  a baixar Barcelona, amb un aspecte que hi havia.
pa-016	a veure	369.73-375.91	clips/pa-016__a-veure__369.73.wav	sí	no	sí	no	no	I llavors a veure, tu quan saps que tens un termini per fer les coses, doncs...	I llavors tu quan saps que tens un termini per fer les coses, doncs...
pa-018	a veure	825.61-833.55	clips/pa-018__a-veure__825.61.wav	no	sí	no	sí	no	Vostè va ser el fill d'un fill perillós.  Vostè va ser el fill d'un fill perillós.	de totes les maneres.  A veure si fins a l'última hora.
pa-021	a veure	108.77-116.95	clips/pa-021__a-veure__108.77.wav	sí	no	sí	no	no	i a veure anàvem a fer aquesta Constitució que no era fàcil.	I veure, anar a l'aboma a fer aquesta constitució que no era fàcil.
pa-022	a veure	238.61-245.15	clips/pa-022__a-veure__238.61.wav	sí	sí	sí	sí	sí	perquè teníem la poder a veure si ara s'ho duré in extremis.	perquè tenia un lapo i a veure si ha assaudre inextrevis.
pa-023	a veure	268.81-272.59	clips/pa-023__a-veure__268.81.wav	sí	sí	sí	sí	sí	A veure, què és l'exemple del 92?	A veure... les eleccions de 90 dos.
pa-024	a veure	590.77-595.39	clips/pa-024__a-veure__590.77.wav	no	no	no	no	no	No sé si això és un problema que s'han de fer.	que està conversat, però jo crec que també n'havia una mica més allà de...
pa-025	a veure	388.01-395.23	clips/pa-025__a-veure__388.01.wav	sí	sí	sí	sí	sí	segurament. A veure, el goprínsem Martí, nosaltres no el criticarem.	A veure el govern se'n mertir.  Nosaltres no el criticarem.
pa-026	a veure	64.09-68.39	clips/pa-026__a-veure__64.09.wav	sí	no	sí	no	no	Sí, sí, a veure.	Sí, això hi ha per ell.
pa-029	a veure	17.49-21.59	clips/pa-029__a-veure__17.49.wav	no	no	no	no	no	La majoria és molt preocupada pel fet d'aquest.	estaven la majoria molt preocupada per fer-te aquest.
pa-030	a veure	673.41-676.91	clips/pa-030__a-veure__673.41.wav	sí	sí	sí	sí	sí	A veure, aquí que el diu una cosa.	A veure qui cal dir una cosa, jo, aquí.
pa-031	a veure	4.25-9.07	clips/pa-031__a-veure__4.25.wav	sí	sí	sí	no	no	I es va decidir que a veure quin sindic podien portar i tothom podria portar.	I jo ho deixi dir que va veure quin síndic pugui un proportat i tot el temps pugui ser.
pa-032	a veure	212.45-218.19	clips/pa-032__a-veure__212.45.wav	no	no	no	no	no	"Però si això va haver-hi alguna, la més grossa va ser...  ""Perder dels consellers""."	No va passar això, va haver-hi alguna, la més grossa,  però sí que és, perdé dels consellers.
pa-034	a veure	94.05-100.39	clips/pa-034__a-veure__94.05.wav	sí	sí	sí	sí	sí	Em va venir a veure, perquè, clar, ja sabia de començar a preparar,	que la vaig fer a la vació.  Podíem venir a veure, perquè clar, ja s'havia de començar a preparar,  avui dels candidats.
pa-035	a veure	211.09-218.51	clips/pa-035__a-veure__211.09.wav	no	no	no	no	no	però anirà bé 6 meses de grups polítics comuns	però anirà bé a 6 meses de grup polítics comuns
pa-036	a veure	153.05-160.15	clips/pa-036__a-veure__153.05.wav	sí	sí	sí	sí	sí	i els consellers a veure i companys diputats de l'Assemblea Nacional de França o BD Madrid.	que ens aconseguirien a veure companys diputats de l'Assemblée Nacional  a França o a Bèdem Madrid.
pa-038	a veure	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	no	no	no	no	no	"Bé, no sé, en camp, quan sou, que voteu a Blanco Negre, vam dir ""quatre""."	Bé, doncs sé, per exemple, en camp quan sou que voteu a Blime on haguere,  vam dir 4.
pa-041	a veure	200.25-205.75	clips/pa-041__a-veure__200.25.wav	sí	no	sí	no	no	vol dir que material pedagògic no, a veure, era molt limitat.	amb una mica vol dir que material pedagògi no hi ha verdes de veritat.
pa-045	a veure	340.93-345.91	clips/pa-045__a-veure__340.93.wav	sí	sí	sí	sí	sí	No ho veiem perquè...  No ho veiem perquè per un luxe d'anar-ho a veure i per conservar-ho.	No ho veiem perquè on l'ús s'ha de donar-ho a veure  i per conservar-ho, no ho veiem.
pa-048	a veure	393.93-397.03	clips/pa-048__a-veure__393.93.wav	sí	sí	sí	sí	sí	A veure, vostè com es diu?	de la bona contemporària, a veure.  Vols ser com el diu.
pa-049	a veure	244.85-252.03	clips/pa-049__a-veure__244.85.wav	sí	sí	sí	sí	sí	i ara ja no ens ho pot dir.  Però van anar a veure l'amistat amb el meu pare.  El meu pare els va anar a veure després o així.	I ja no ens ho pot dir.  Ja no ens ho pot dir.  Però va anar a tablar a visitar-te amb el meu pare,  amb el meu pare, els van a veure després o aixec.
pa-054	a veure	77.97-81.87	clips/pa-054__a-veure__77.97.wav	sí	no	no	no	no	Ja veuré que hi va una Barcelona,  es per dennes i no hi porten mai a l'estat.	i a preferir anar a Barcelona és per d'any és llubi portant mai a l'acord.
pa-055	a veure	63.89-68.59	clips/pa-055__a-veure__63.89.wav	sí	no	sí	no	no	Sí, sí, a veure...	Sí, sí, això hi ha per ell.
pa-056	a veure	673.21-676.71	clips/pa-056__a-veure__673.21.wav	sí	sí	sí	sí	sí	A veure, aquí que el diu una cosa.	A veure qui cal dir una cosa, jo...
pa-057	a veure	16.97-21.31	clips/pa-057__a-veure__16.97.wav	no	no	no	no	no	No és el mateix que el que ha de fer.  No és el mateix que el que ha de fer.	Està bé la majoria molt preocupada per fer-te aquest.
pa-058	a veure	828.61-833.55	clips/pa-058__a-veure__828.61.wav	no	no	no	no	no	A mi m'agrada molt, però a mi no m'agrada.	Però les maneres van oforçar, veure si fins a l'última hora.
pa-060	a veure	268.57-272.67	clips/pa-060__a-veure__268.57.wav	sí	no	sí	no	no	d'un aspecte, eh?, a veure, i que les eleccions són del 92...	de les eleccions de 90 dos.
pa-061	a veure	579.17-583.39	clips/pa-061__a-veure__579.17.wav	sí	sí	sí	sí	sí	i això és el que ara començarem a veure.	I això és el que ara comença a veure.
pa-063	a veure	402.13-408.03	clips/pa-063__a-veure__402.13.wav	sí	no	sí	no	no	A veure, aquesta opinió de que s'obren	Aquesta opinió de que sobra
pa-064	a veure	587.61-591.67	clips/pa-064__a-veure__587.61.wav	sí	sí	sí	no	no	No s'ha tornat a veure amb els anys.	-El set de nata veure amb els anys.
pa-065	a veure	578.25-582.71	clips/pa-065__a-veure__578.25.wav	no	no	no	no	no	-Un dia un polític em diu...	Un dia un polític amb diu.
pa-003	aviam	180.17-188.79	clips/pa-003__aviam__180.17.wav	no	sí	no	sí	no	El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	Aviam, pel que fa a nivell polític, la primera vegada  quan es crea la maternal, com he dit, es creu.
pa-014	aviam	875.45-883.95	clips/pa-014__aviam__875.45.wav	sí	no	sí	no	no	d'escoltar una cosa, es diu, escoteu, aviam.  Imagineu-vos que les merdes apareixen.  Què passa amb el contrapàs? Es deixarà de ballar.	d'una cosa, i van dir, escolteu, ho havíem.  Imaginau-se que les malades apareix.  Què passa amb el contrapass?  Estàs deixant el de ballar?
pa-016	aviam	729.65-741.19	clips/pa-016__aviam__729.65.wav	no	no	no	no	no	Això sí, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Jo tenia clar que calia fer una Constitució, i em sembla que...	Això sí, havíem de esdevenir un estat democràtic,  modern, un estat dret, i calia fer una constitució.  Per mi, jo tenia clar que calia fer una constitució  que ens hem de fer.
pa-020	aviam	252.21-256.43	clips/pa-020__aviam__252.21.wav	sí	sí	sí	sí	sí	Això és el seu, i a bon resultat que clar, això era aviam, potser va a...	I jo m'han resultat que clar, jo sóc, aviam, puc ser va futbol.
pa-049	aviam	897.25-901.75	clips/pa-049__aviam__897.25.wav	no	no	no	no	no	S'està viatjant.	que la presència ho ha d'aconseguir.  La presència ho ha de tenir en compte.
pa-004	doncs	416.21-423.31	clips/pa-004__doncs__416.21.wav	no	sí	no	sí	no	costava una punyera de grà que representava uns 3 quilos de grà.	maldre, doncs costa una puñera de grà que representa a peu unos 3 kilos de grà.
pa-005	doncs	71.13-77.11	clips/pa-005__doncs__71.13.wav	sí	sí	sí	sí	sí	Doncs bé, doncs deveu demanar què és això dels hostals comunals.	Doncs bé, però s'ha de demanar que és això dels nostals comunes.
pa-006	doncs	180.25-187.75	clips/pa-006__doncs__180.25.wav	sí	no	sí	no	no	i la rota, doncs, passava per sobreborda i era accionada per l'aigua que circulava.	i la rata us passava per sobre la borde i era acusirat per la lliure que se'l colava.
pa-007	doncs	59.25-66.75	clips/pa-007__doncs__59.25.wav	sí	no	sí	no	no	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, prové del grec!	Si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, prové del grec.
pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav	no	sí	no	sí	no	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Doncs per què? El que fem els fallaïres, la seva escorsa,  parlar-lo.
pa-009	doncs	139.25-145.75	clips/pa-009__doncs__139.25.wav	sí	sí	sí	sí	sí	Doncs com podeu veure amb aquest esquema que tenim aquí al costat, tenim les parts de la campana.	Doncs com podeu ara amb aquest esquema que tenim aquí un costat, tenim les parts de la campana.
pa-010	doncs	24.65-31.67	clips/pa-010__doncs__24.65.wav	sí	sí	sí	sí	sí	oponímia i risc geològics. I doncs vei avui com a col·laboració dins d'aquest  cicle de capsules d'història en temps de confinament.	d'una tipus mímia ruscusiólògics.  I doncs veia, vull com a coloració dins d'aquest ciclo  de cápsules d'història en termes de confinament.
pa-011	doncs	61.49-69.07	clips/pa-011__doncs__61.49.wav	sí	no	sí	no	no	Escolti, què va passar, doncs que el 1435 l'Ereu de la Casa es va fer mitcari de l'Amassana.	que va passar el tors que el 1435 l'he deu de la casa,  es va fer bicar-hi de la massana.  Per tant,
pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav	no	no	no	no	no	aquí veient un equip de dallasres que estan treballant.	Aquí veniem dos un equip de d'allà eres  que està treballant.
pa-013	doncs	56.85-61.87	clips/pa-013__doncs__56.85.wav	sí	no	sí	no	no	i més recentment, també, doncs, si pot accedir, hi ha l'avivació.	i més recentment també si pot accedir i ja la viure.
pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav	no	sí	no	sí	no	i això és el més bonic que hi ha.  M'ha apassionat més a ensenyar quan m'ho demana...	i això doncs és el més bonic que hi ha, i el que m'ha passionat més a ensenyar quan m'ho demana.
pa-015	doncs	83.25-87.75	clips/pa-015__doncs__83.25.wav	sí	sí	sí	sí	sí	és important, doncs és important per una senzilla raó.	que és important, doncs és important per una senzilla rau.
pa-016	doncs	62.33-69.43	clips/pa-016__doncs__62.33.wav	sí	sí	sí	sí	sí	"que em diu ""filling a xis polític"".  I em diu ""tu sí que sí, no?""  Doncs has d'anar a la teva paraula. Dic ""sí, sí""."	"que jo feli aixís polític, i em diu, ""Tusi, que sí, no"".  Doncs has donat la teva paraula, dic sí, sí."
pa-017	doncs	459.25-464.75	clips/pa-017__doncs__459.25.wav	sí	sí	sí	sí	sí	I perfecte, doncs a partir d'aquí, sempre ja que et dubte de sapiguer,	I perfecte, doncs a partir d'aquí, sempre ja que duté desenvolupar-te, és
pa-018	doncs	33.53-39.87	clips/pa-018__doncs__33.53.wav	no	no	no	no	no	els altres eren menys evolutives i molt més conservadores.	els bones, altres, bueno, eren menys evolutives i molt més conservadores.
pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav	no	no	no	no	no	venien en costa de dictadura, sí, i nosaltres...	ens venien en costa dictadura i nosaltres ens venien en costa dictadura.
pa-020	doncs	247.37-252.03	clips/pa-020__doncs__247.37.wav	sí	no	sí	no	no	perquè, doncs, quan un no l'anirà bé, que s'anirà bé per pinjar,	quan no l'INAB, que s'han de haver per pinar, feien reconegut.
pa-021	doncs	12.25-16.87	clips/pa-021__doncs__12.25.wav	sí	sí	sí	sí	sí	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.
