categoria	forma	id_persona	ocurrencia	start_s	end_s	interval_vtt	text_segment	font	estat
discurs	perquè	pa-061	3	286.960	288.960	286.960-288.960	Perquè la història se fa cada dia,	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-061	4	359.320	362.320	359.320-362.320	perquè vosaltres, la vostra misió des del primer dia,	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-061	5	366.240	369.960	366.240-369.960	Correcte, perquè quan va arribar la meva família endorra,	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-061	6	377.440	381.440	377.440-381.440	Clar, perquè era el seu, per exemple.	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-061	7	478.920	481.880	478.920-481.880	perquè, clar, si vol, jo no es volgui,	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-061	8	507.120	511.760	507.120-511.760	i ja sóc promogut perquè comença a vindre turistes en dorra.	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-061	1	194.320	199.280	194.320-199.280	No hi havia res en d'hora, vull dir, que tot era una gran novetat.	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-061	2	408.520	412.960	408.520-412.960	Vull dir, quan se definia en d'hora, sortia sempre Pirines.	transcripcions/pa-061.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-062	1	297.920	301.280	297.920-301.280	Diuen que és... bueno, hi ha una frase que diu el pot petit,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-062	1	402.360	405.720	402.360-405.720	Sí, home, bé, aquesta catedral, com tu dius,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-062	2	1054.160	1056.160	1054.160-1056.160	Bé, això... Jo em sembla que...	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-062	3	1096.000	1099.640	1096.000-1099.640	Que vol dir aprofitar les coses i aprofitar-les bé.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-062	4	1319.560	1321.240	1319.560-1321.240	que per la canalla anaven molt bé,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-062	1	203.120	207.560	203.120-207.560	i, clar, això ho he pogut tramitre dins del meu petit negoci,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-062	2	925.760	930.440	925.760-930.440	I, clar, la Càmera de Comerç va ser una continuació	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-062	3	1344.600	1349.440	1344.600-1349.440	I clar, no vull dir que tornem a aquesta situació d'abans,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-062	1	192.120	196.280	192.120-196.280	I aquesta bata, que a Canillón diguem una brusa...	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-062	2	1301.800	1305.600	1301.800-1305.600	les carreteres no estaven asfaltades o, com diguem aquí dalt,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-062	1	302.840	306.760	302.840-306.760	Doncs tu, quan pots petit, s'ha arribat a elaborar,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-062	2	740.440	745.000	740.440-745.000	Doncs se demostra que la història també es pot contar a través del vi.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-062	3	1388.400	1390.920	1388.400-1390.920	Doncs hem d'anar cap a aquesta qualitat.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-062	1	164.040	165.920	164.040-165.920	Però també cultivar, evidentment.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-062	2	482.120	488.120	482.120-488.120	i li va oferir, traduit per la meu mare, evidentment,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-062	3	941.240	944.680	941.240-944.680	una institució creada per llei, evidentment,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-062	4	959.880	963.000	959.880-963.000	paral·lel, evidentment, al Parlament polític.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-062	1	805.640	807.800	805.640-807.800	Se t'obre la llum, de certa manera, no?	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-062	1	236.760	240.960	236.760-240.960	O sigui que és tot una... tot una col·lecció...	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-062	2	903.480	905.480	903.480-905.480	O sigui que de les petites coses	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-062	3	997.120	1002.080	997.120-1002.080	O sigui, la cambra de comerç deixa de ser la institució civil	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-062	4	1032.720	1035.240	1032.720-1035.240	O sigui que al llarg de la teva vida,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-062	1	1469.480	1471.480	1469.480-1471.480	i per tant els seus habitants?	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	1	74.720	77.440	74.720-77.440	Avui és un bon dia perquè amb una copa de bon vi a la mà	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	2	145.440	148.120	145.440-148.120	perquè és veritat que sempre he anat una mica	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	3	177.120	179.360	177.120-179.360	Sí, perquè...M'aconsegueixen els del camp, del vi.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	4	181.840	184.800	181.840-184.800	perquè no cal oblidar que és un fill de Pagesos.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	5	252.240	255.200	252.240-255.200	Sí, perquè de vots també m'han passat uns quants per les esquenes.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	6	255.280	261.160	255.280-261.160	Perquè no fa gaire anys que el bot era el mitjà més propi, més corrent,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	7	413.800	417.480	413.800-417.480	però, en particular, del meu avi, perquè aquí en tinc dues,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-062	8	421.640	424.600	421.640-424.600	perquè l'un és un motó enrotxil de l'any 1873,	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	1	317.560	325.640	317.560-325.640	Vull dir-me que no és el que m'agrada.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	2	325.760	328.600	325.760-328.600	Vull dir-me que és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	3	328.720	331.480	328.720-331.480	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	4	331.600	334.200	331.600-334.200	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	5	334.320	336.640	334.320-336.640	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	6	336.760	339.280	336.760-339.280	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	7	339.400	341.760	339.400-341.760	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-062	8	341.880	344.360	341.880-344.360	Vull dir que no és el que m'agrada molt.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-062	1	974.400	979.560	974.400-979.560	És a dir, que s'instaurés entre el món polític i el món empresarial	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-062	2	1069.800	1074.800	1069.800-1074.800	Després s'ha de respectar, és a dir, tallar-lo ben fi, tallar-lo ben pla	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-062	1	1238.800	1241.320	1238.800-1241.320	Aquestes són les meves arrels, veïneix i canillo.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
territorial	padrí	pa-062	1	213.240	217.280	213.240-217.280	La vostra influència primer deslavi el padrí acostuma a ser.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
territorial	padrí	pa-062	2	217.360	222.200	217.360-222.200	Sí, el padrí va ser el que va crear el primer negoci de 20 a l'any 1900.	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
territorial	padrí	pa-062	3	572.440	576.720	572.440-576.720	"el meu padrí va dir, ""Home, jo em fan 10 anys més"	transcripcions/pa-062.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-063	1	1144.360	1147.320	1144.360-1147.320	que jo crec que ens ajudarà molt a nivell de finances.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-063	2	1153.800	1158.720	1153.800-1158.720	anar a nivell econòmic una mica millor i poder fer més coses.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-063	1	402.880	407.280	402.880-407.280	A veure, aquesta opinió de que sobren	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-063	2	840.800	844.440	840.800-844.440	A veure, la neu, naturalment que sí,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-063	3	992.600	996.120	992.600-996.120	A veure, és que jo crec que aquesta clasificació tant,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-063	1	152.200	154.480	152.200-154.480	Aleshores, què s'havia de fer?	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-063	2	154.560	159.160	154.560-159.160	Tenir una oficina a la capital d'Europa que, aleshores, era París.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-063	3	378.160	381.560	378.160-381.560	I aleshores s'havia de fer coses...	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-063	4	867.360	869.440	867.360-869.440	Aleshores, això va ser el primer pas.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-063	1	801.920	803.920	801.920-803.920	Bueno, i després buscar els temps,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	1	106.720	109.600	106.720-109.600	Bé, treballar amb una cosa que amb una al·liogràdia	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	2	542.360	545.680	542.360-545.680	perquè hi ha altres països que han pogut fer les coses més bé.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	3	593.840	595.840	593.840-595.840	que són els que jo conec bé,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	4	670.760	673.760	670.760-673.760	Doncs jo no estic ben bé d'acord,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	5	1006.880	1009.440	1006.880-1009.440	però veus que agrada, que tracten bé,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	6	1088.840	1092.240	1088.840-1092.240	i que tenim que donar el servei que rebre els bé,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	7	1169.800	1172.800	1169.800-1172.800	Perquè en d'horre ja està bé com està.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-063	8	1174.080	1176.160	1174.080-1176.160	Bé, toca resumir.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-063	1	393.240	396.360	393.240-396.360	Però clar, aquest és un primer basc i després se dona a tot el món.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-063	2	599.080	603.440	599.080-603.440	Clar, aquí s'ha donat tot i s'estan encara donant.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-063	3	910.480	913.400	910.480-913.400	Clar, el màrqueting ara s'ha de fer a través del comerç,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	1	609.800	613.360	609.800-613.360	Doncs s'ho haurem de patir i s'ho haurà de fer, i si no, no en sortirem.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	2	670.760	673.760	670.760-673.760	Doncs jo no estic ben bé d'acord,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	3	795.720	801.840	795.720-801.840	i ara, doncs, cada uloce, el que ve en perfumaria no ve en sabates.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	4	963.240	966.840	963.240-966.840	Doncs per tant, si es poguessin fer uns paquets en Barcelona,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	5	1060.240	1061.720	1060.240-1061.720	Doncs expliques que sí.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	6	1127.440	1130.400	1127.440-1130.400	Doncs jo crec que hem de ser conscient	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-063	7	1413.880	1416.600	1413.880-1416.600	Bé, doncs, a l'hora de ficar puny final,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-063	1	40.240	44.040	40.240-44.040	Ella és la que va crear els primers llavors.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-063	2	894.320	899.480	894.320-899.480	Llavors començàvem, i això s'acabava sobre finals d'agor,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-063	3	1219.800	1222.480	1219.800-1222.480	perquè llavors és quan les coses no funcionen.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-063	4	1319.240	1320.720	1319.240-1320.720	i llavors, a més a més,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-063	5	1385.840	1387.960	1385.840-1387.960	i llavors imitant els altres.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-063	1	788.200	790.200	788.200-790.200	I classificar, no?	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-063	2	1125.760	1127.360	1125.760-1127.360	És veritat o no?	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	1	826.840	830.200	826.840-830.200	O sigui que vam estar, estem a la primera paix amb comerç,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	2	1035.920	1039.480	1035.920-1039.480	o sigui, només no ens reben nosaltres les conseqüències,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	3	1326.280	1331.640	1326.280-1331.640	O sigui que tu creus que hi ha coses que hem desfet...	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	4	1422.800	1424.800	1422.800-1424.800	No, o sigui que es ballaríem al contrapàs,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	5	1428.360	1431.040	1428.360-1431.040	O sigui, guardar amb una paraula de serell,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-063	6	1487.280	1491.720	1487.280-1491.720	Però hem d'aguantar-se molt, perquè o sigui, no el país ens ressentiria.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-063	1	320.840	324.360	320.840-324.360	Per tant, per mi, el fet de que s'escollís París	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-063	2	337.120	339.400	337.120-339.400	I, per tant, vaig haver de prendre tot,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-063	3	603.520	607.520	603.520-607.520	Per tant, si ara les coses no van com haurien d'anar	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-063	4	713.840	717.720	713.840-717.720	Per tant, la gent, això ho hem de sapigar transmetre.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-063	5	963.240	966.840	963.240-966.840	Doncs per tant, si es poguessin fer uns paquets en Barcelona,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	1	143.360	146.040	143.360-146.040	Perquè vam començar l'any 65,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	2	215.800	219.480	215.800-219.480	perquè hi havia un pou que diu que Maria Antoinette,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	3	301.200	303.440	301.200-303.440	Perquè tothom ha volgut anar a París.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	4	309.760	314.520	309.760-314.520	perquè hi ha molts capitals europeus que s'han reobert, diguéssim.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	5	333.920	337.040	333.920-337.040	el primer mostredor, perquè jo vaig estar sola.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	6	339.480	343.200	339.480-343.200	perquè jo venia carregada d'il·lusió i d'entrociasma	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	7	345.920	348.000	345.920-348.000	vendre perquè en aquell moment s'havia de dir,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-063	8	367.160	369.360	367.160-369.360	Perquè com que estàvem en el barri,	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-063	1	823.200	826.760	823.200-826.760	Vull dir, estem a l'alçada de qualsevol país modern.	transcripcions/pa-063.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-064	1	588.360	590.920	588.360-590.920	S'ha tornat a veure amb els anys?	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-064	2	1077.960	1081.280	1077.960-1081.280	però sí que són, perquè tothom el ve a veure.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-064	3	1183.600	1185.480	1183.600-1185.480	fa el que va a veure obres,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	1	98.680	103.360	98.680-103.360	Bé, ara ens exercitarem amb l'exercici de la memòria,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	2	235.560	242.680	235.560-242.680	o bé les maleses han sigut sempre generals al llarg del tuit?	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	3	482.960	485.560	482.960-485.560	i tot el va molt va bé.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	4	1143.520	1147.400	1143.520-1147.400	Sempre està bé la vigilància de la Camàlia	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	5	1267.000	1269.160	1267.000-1269.160	No, francament, no estic bé, de sol...	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-064	6	1336.520	1344.640	1336.520-1344.640	La família, jo crec que és l'essència de viure bé i en pau.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-064	1	110.720	115.120	110.720-115.120	I clar, vostè, amb 97 anys, té molts records,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-064	2	127.720	133.400	127.720-133.400	Perquè, clar, vostè és un dels fundadors de la policia d'Andorra.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-064	3	1185.600	1188.520	1185.600-1188.520	Clar, i català, té ganes de morir-se.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	1	457.480	459.680	457.480-459.680	Doncs agafàvem el xip,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	2	471.360	474.800	471.360-474.800	doncs ens pujàvem fins al canill,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	3	692.080	697.360	692.080-697.360	I jo vaig començar, doncs...	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	4	1118.280	1121.320	1118.280-1121.320	Doncs em viuen 69 anys junts.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	5	1254.800	1257.320	1254.800-1257.320	doncs no me'n sento de ben...	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	6	1269.240	1271.760	1269.240-1271.760	Doncs no em preucupé.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-064	7	1321.800	1325.480	1321.800-1325.480	Doncs la gent treballadora, a de pel·lícula,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-064	1	486.640	490.960	486.640-490.960	Evidentment, vostè deu tenir molts records dolents,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-064	1	714.080	716.400	714.080-716.400	per mi el túnel, per mi el llavors,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-064	2	746.000	749.520	746.000-749.520	llavors vaig anar cap al Pallàs.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-064	3	838.360	843.360	838.360-843.360	Llavors va entrar a la policia, i l'any 42, el 42 va entrar a la policia.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-064	4	924.000	928.000	924.000-928.000	Llavors, la vaig posar perquè la dènera,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-064	5	931.680	934.800	931.680-934.800	I a partir de llavors comença tot una altra etapa	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-064	1	1052.600	1055.960	1052.600-1055.960	Perquè això li ha donat una força gran, no?	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	1	37.480	39.480	37.480-39.480	al record, o sigui, a la vida.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	2	138.840	142.040	138.840-142.040	O sigui que han passat molts anys.Molts anys, sí.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	3	174.040	176.720	174.040-176.720	O sigui, van ser els veguers,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	4	272.840	276.680	272.840-276.680	O sigui, pel dematí se deixava la porta oberta de casa	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	5	312.880	318.200	312.880-318.200	O sigui que la seva feina diemne era més aviat de crear confiança,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	6	500.480	504.000	500.480-504.000	o sigui, veure la gent que va ajudar i que ara el saludem.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-064	7	1242.440	1245.440	1242.440-1245.440	O sigui que la joventut, no la vellesa,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-064	1	409.920	411.640	409.920-411.640	què hagués passat i per tant.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-064	2	428.840	430.800	428.840-430.800	per tant, menys les motos,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-064	3	1125.000	1130.840	1125.000-1130.840	I, per tant, ella, i tenia potser més interès que jo encara,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	1	28.320	32.520	28.320-32.520	En realitat pot ser, no és així, perquè mai acabem de marxar.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	2	127.720	133.400	127.720-133.400	Perquè, clar, vostè és un dels fundadors de la policia d'Andorra.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	3	147.200	152.920	147.200-152.920	perquè, naturalment, d'ordre hi havia molt poca gent.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	4	255.120	259.280	255.120-259.280	perquè era un temps molt pagès.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	5	266.440	272.760	266.440-272.760	perquè hi havia la confiança mutua entre les persones.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	6	324.360	329.000	324.360-329.000	Perquè avui dia no creu que hi ha vegades que la policia fa por.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	7	493.120	495.920	493.120-495.920	Els dolents deixem-los perquè no val la pena.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-064	8	505.320	508.800	505.320-508.800	Perquè vostè és molt conegut, vostè és un personatge popular.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	1	259.360	264.280	259.360-264.280	És a dir, que la dona era molt rural en cada d'aquests temps.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	2	349.200	353.200	349.200-353.200	És a dir, que ells, quan hi havia alguna cosa...	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	3	406.320	409.840	406.320-409.840	És a dir, que preguntàvem de seguida si hi havia alguna cosa...	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	4	658.000	661.840	658.000-661.840	És a dir, la família me'n vol, més de molt lluny.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	5	993.840	997.120	993.840-997.120	És a dir, que total tenen 8 nits,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	6	1135.080	1140.240	1135.080-1140.240	és a dir, una mostra de casa que procurava que no els alterés	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-064	7	1205.160	1208.920	1205.160-1208.920	És a dir, jo faig la vida com si no m'amagues de morir mai.	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
territorial	Massana	pa-064	1	625.600	630.160	625.600-630.160	La família Armingol de la Massana té una llarga història,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
territorial	Massana	pa-064	2	646.480	649.880	646.480-649.880	La família Armingol de la Massana té una llarga història,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
territorial	padrí	pa-064	1	749.600	753.480	749.600-753.480	Al Pallàs, que hi tenia un tio, Padrí,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
territorial	veguer	pa-064	1	176.800	179.560	176.800-179.560	el veguer francès i el bisculpàol,	transcripcions/pa-064.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-065	1	529.840	536.000	529.840-536.000	De nosaltres venim als santuaris, trobades a nivell de Catalunya,	transcripcions/pa-065.vtt	ASR temporal; pendent d'audicio
