id_persona	categoria	candidat	referencia	indicador_automatic	estat_indicador	observacio_auditiva
pa-037	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-037	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;comú=1;Canillo=1 (ASR)	candidat lèxic; validar àudio	
pa-037	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;comú=1;Canillo=1 (ASR)	candidat lèxic; validar àudio	
pa-037	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;comú=1;Canillo=1 (ASR)	candidat lèxic; validar àudio	
pa-037	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=36 (ASR)	indicador textual; validar àudio	
pa-037	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=5;bueno=4;clar=4;doncs=3;llavors=3;vull dir=1;diguem=1;perquè=8	indicador textual; validar àudio	
pa-037	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=164.46; f0_sd_hz=92.36; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-037	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-037	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-038	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-038	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-038	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-038	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-038	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-038	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-038	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-038	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-038	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-038	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-038	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;comuns=2;copríncep=1;coprínceps=12;veguer=1;Canillo=1;Escaldes=4 (ASR)	candidat lèxic; validar àudio	
pa-038	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;comuns=2;copríncep=1;coprínceps=12;veguer=1;Canillo=1;Escaldes=4 (ASR)	candidat lèxic; validar àudio	
pa-038	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;comuns=2;copríncep=1;coprínceps=12;veguer=1;Canillo=1;Escaldes=4 (ASR)	candidat lèxic; validar àudio	
pa-038	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=116 (ASR)	indicador textual; validar àudio	
pa-038	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=25;bueno=1;clar=7;doncs=2;llavors=9;o sigui=7;vull dir=1;a veure=1;diguem=3;perquè=16;a nivell=2;no?=8	indicador textual; validar àudio	
pa-038	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=58.17; f0_sd_hz=53.87; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-038	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-038	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-039	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-039	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-039	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-039	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-039	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-039	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-039	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-039	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-039	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-039	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-039	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=1;Canillo=1;Sant Julià=4 (ASR)	candidat lèxic; validar àudio	
pa-039	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=1;Canillo=1;Sant Julià=4 (ASR)	candidat lèxic; validar àudio	
pa-039	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=1;Canillo=1;Sant Julià=4 (ASR)	candidat lèxic; validar àudio	
pa-039	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=35 (ASR)	indicador textual; validar àudio	
pa-039	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=8;bueno=1;clar=9;doncs=5;és a dir=1;diguem=2;evidentment=1;perquè=13;per tant=4;no?=5	indicador textual; validar àudio	
pa-039	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=52.68; f0_sd_hz=72.93; pausa_mediana_s=0.10	descriptor acústic; no és tret confirmat	
pa-039	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-039	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-040	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-040	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-040	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-040	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-040	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-040	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-040	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-040	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-040	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-040	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-040	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1 (ASR)	candidat lèxic; validar àudio	
pa-040	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1 (ASR)	candidat lèxic; validar àudio	
pa-040	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1 (ASR)	candidat lèxic; validar àudio	
pa-040	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=18 (ASR)	indicador textual; validar àudio	
pa-040	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;doncs=1;de fet=1;o sigui=1;evidentment=1;perquè=5	indicador textual; validar àudio	
pa-040	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=120.07; f0_sd_hz=88.10; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-040	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-040	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-041	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-041	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-041	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-041	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-041	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-041	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-041	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-041	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-041	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-041	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-041	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-041	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-041	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-041	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=16 (ASR)	indicador textual; validar àudio	
pa-041	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=3;clar=6;doncs=4;llavors=2;és a dir=2;vull dir=1;a veure=6;evidentment=1;perquè=18;per tant=10	indicador textual; validar àudio	
pa-041	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=131.33; f0_sd_hz=172.17; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-041	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-041	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-042	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-042	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-042	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-042	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-042	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-042	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-042	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-042	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-042	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-042	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-042	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-042	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-042	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-042	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=10 (ASR)	indicador textual; validar àudio	
pa-042	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	clar=12;perquè=4;no?=3	indicador textual; validar àudio	
pa-042	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=109.19; f0_sd_hz=360.19; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-042	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-042	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-043	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-043	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-043	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-043	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-043	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-043	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-043	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-043	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-043	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-043	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-043	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-043	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-043	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-043	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=1 (ASR)	indicador textual; validar àudio	
pa-043	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bueno=1;doncs=2;és a dir=1	indicador textual; validar àudio	
pa-043	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=147.12; f0_sd_hz=658.80; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-043	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-043	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-044	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-044	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-044	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-044	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-044	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-044	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-044	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-044	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-044	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-044	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-044	lèxic	variants occidentals	ALDC; Veny	formes_territorials=veguer=1 (ASR)	candidat lèxic; validar àudio	
pa-044	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=veguer=1 (ASR)	candidat lèxic; validar àudio	
pa-044	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=veguer=1 (ASR)	candidat lèxic; validar àudio	
pa-044	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=78 (ASR)	indicador textual; validar àudio	
pa-044	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=10;bueno=11;clar=2;doncs=3;llavors=3;és a dir=1;o sigui=7;vull dir=2;a veure=2;perquè=18;a nivell=1;no?=4	indicador textual; validar àudio	
pa-044	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=172.24; f0_sd_hz=326.85; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-044	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-044	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-045	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-045	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-045	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-045	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-045	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-045	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-045	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-045	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-045	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-045	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-045	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comunal=1;santuari=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-045	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comunal=1;santuari=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-045	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comunal=1;santuari=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-045	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=48 (ASR)	indicador textual; validar àudio	
pa-045	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=8;bueno=6;clar=9;doncs=2;llavors=10;aleshores=1;o sigui=20;vull dir=3;a veure=1;evidentment=12;perquè=16;a nivell=1;no?=8	indicador textual; validar àudio	
pa-045	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=114.17; f0_sd_hz=92.87; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-045	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-045	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-046	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-046	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-046	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-046	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-046	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-046	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-046	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-046	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-046	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-046	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-046	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Canillo=2 (ASR)	candidat lèxic; validar àudio	
pa-046	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Canillo=2 (ASR)	candidat lèxic; validar àudio	
pa-046	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Canillo=2 (ASR)	candidat lèxic; validar àudio	
pa-046	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=22 (ASR)	indicador textual; validar àudio	
pa-046	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=13;bueno=15;clar=12;doncs=16;llavors=3;aleshores=4;és a dir=4;o sigui=2;diguem=2;evidentment=3;perquè=18;no?=13	indicador textual; validar àudio	
pa-046	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=120.97; f0_sd_hz=97.11; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-046	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-046	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-047	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-047	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-047	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-047	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-047	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-047	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-047	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-047	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-047	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-047	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-047	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-047	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-047	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-047	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=62 (ASR)	indicador textual; validar àudio	
pa-047	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=4;bueno=4;doncs=1;llavors=1;aleshores=1;és a dir=1;o sigui=2;vull dir=1;a veure=1;perquè=19;per tant=2;a nivell=1;no?=1	indicador textual; validar àudio	
pa-047	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=141.79; f0_sd_hz=147.29; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-047	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-047	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-048	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-048	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-048	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-048	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-048	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-048	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-048	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-048	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-048	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-048	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-048	lèxic	variants occidentals	ALDC; Veny	formes_territorials=andorrana=1;santuari=1 (ASR)	candidat lèxic; validar àudio	
pa-048	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=andorrana=1;santuari=1 (ASR)	candidat lèxic; validar àudio	
pa-048	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=andorrana=1;santuari=1 (ASR)	candidat lèxic; validar àudio	
pa-048	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=13 (ASR)	indicador textual; validar àudio	
pa-048	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=2;bueno=3;clar=1;doncs=1;llavors=2;aleshores=2;és a dir=1;o sigui=1;vull dir=2;a veure=3;perquè=24;a nivell=2;no?=5	indicador textual; validar àudio	
pa-048	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=130.35; f0_sd_hz=79.24; pausa_mediana_s=0.10	descriptor acústic; no és tret confirmat	
pa-048	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-048	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-049	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-049	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-049	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-049	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-049	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-049	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-049	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-049	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-049	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-049	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-049	lèxic	variants occidentals	ALDC; Veny	formes_territorials=andorrana=1;parròquia=3;comú=1;aiguats=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-049	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=andorrana=1;parròquia=3;comú=1;aiguats=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-049	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=andorrana=1;parròquia=3;comú=1;aiguats=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-049	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=66 (ASR)	indicador textual; validar àudio	
pa-049	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=10;bueno=11;clar=19;doncs=1;llavors=12;aleshores=2;és a dir=1;o sigui=8;vull dir=23;a veure=1;aviam=4;diguem=1;evidentment=2;perquè=36;a nivell=1;no?=4	indicador textual; validar àudio	
pa-049	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=127.15; f0_sd_hz=113.56; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-049	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-049	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-050	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-050	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
