model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	clar	784	2318.400	2322.200	0.0000	perquè, clar, aquest mes, factoraré, no factoraré,	candidat ASR; pendent d'audició
base	discurs	perquè	784	2318.400	2322.200	0.0000	perquè, clar, aquest mes, factoraré, no factoraré,	candidat ASR; pendent d'audició
base	discurs	bé	792	2344.880	2349.280	0.0000	a empreses de fora, a gent que, bé, només especula.	candidat ASR; pendent d'audició
base	discurs	perquè	798	2363.320	2367.560	0.0000	perquè és la imatge que vostè transmet, de que jo no em caso ningú,	candidat ASR; pendent d'audició
base	discurs	bueno	799	2367.640	2370.120	0.0000	bueno, no sabia que s'han algun moment, però...	candidat ASR; pendent d'audició
base	discurs	doncs	803	2378.680	2382.840	0.0000	Doncs el que estic dient és que no l'he sentit pega a Canya al capital,	candidat ASR; pendent d'audició
base	discurs	a nivell	807	2389.520	2392.280	0.0000	A nivell, a nivell de l'ajutsament,	candidat ASR; pendent d'audició
base	discurs	doncs	811	2399.720	2402.080	0.0000	Hi ha alguns que sí. Doncs què passa?	candidat ASR; pendent d'audició
base	discurs	a nivell	818	2421.440	2424.800	0.0000	nombre de habitacions, a nivell de l'estat del pis,	candidat ASR; pendent d'audició
base	discurs	doncs	819	2424.880	2427.920	0.0000	perquè no és l'humateix, doncs un pis nou, un pis antic,	candidat ASR; pendent d'audició
base	discurs	perquè	819	2424.880	2427.920	0.0000	perquè no és l'humateix, doncs un pis nou, un pis antic,	candidat ASR; pendent d'audició
base	discurs	doncs	821	2430.960	2435.160	0.0000	la indequisició, molt important, doncs amb molts criteris.	candidat ASR; pendent d'audició
base	discurs	doncs	823	2437.760	2440.720	0.0000	Doncs si els propietaris s'acuin aquesta greia,	candidat ASR; pendent d'audició
base	discurs	clar	828	2451.160	2455.120	0.0000	no són la majoria, clar, ara hi ha pocs pisos en el mercat.	candidat ASR; pendent d'audició
base	discurs	bueno	830	2457.600	2461.600	0.0000	Bueno, no són la majoria, no, perquè què passa, què fa?	candidat ASR; pendent d'audició
base	discurs	perquè	830	2457.600	2461.600	0.0000	Bueno, no són la majoria, no, perquè què passa, què fa?	candidat ASR; pendent d'audició
base	discurs	a nivell	837	2479.160	2482.160	0.0000	que no abusen, doncs a nivell de preus.	candidat ASR; pendent d'audició
base	discurs	doncs	837	2479.160	2482.160	0.0000	que no abusen, doncs a nivell de preus.	candidat ASR; pendent d'audició
base	discurs	clar	842	2494.680	2497.120	0.0000	Clar, però no és pot desconjelat on hi ha per l'alta,	candidat ASR; pendent d'audició
base	discurs	bé	845	2501.320	2504.520	0.0000	Bé, vostè ja m'entés abans,	candidat ASR; pendent d'audició
base	discurs	bé	849	2511.840	2514.840	0.0000	Clar que de bo bé, persones s'estan llogant justament,	candidat ASR; pendent d'audició
base	discurs	clar	849	2511.840	2514.840	0.0000	Clar que de bo bé, persones s'estan llogant justament,	candidat ASR; pendent d'audició
base	discurs	per tant	851	2518.640	2521.520	0.0000	El justos no han de pagar per els pecadors, per tant aquí.	candidat ASR; pendent d'audició
base	discurs	no?	855	2530.200	2532.600	0.0000	perquè tu expliquen a vostè i deuen explicar, no?	candidat ASR; pendent d'audició
base	discurs	perquè	855	2530.200	2532.600	0.0000	perquè tu expliquen a vostè i deuen explicar, no?	candidat ASR; pendent d'audició
base	discurs	bé	858	2538.000	2540.640	0.0000	Bé, crec que està bé que ho diem també.	candidat ASR; pendent d'audició
base	discurs	clar	859	2540.720	2541.720	0.0000	Clar que sí.	candidat ASR; pendent d'audició
base	discurs	clar	867	2563.200	2569.360	0.0000	I gent que cobra les ajudes, que, clar, no responen a uns criteris,	candidat ASR; pendent d'audició
base	discurs	clar	871	2576.040	2579.640	0.0000	Una persona, per exemple, clar, és a dir una parella,	candidat ASR; pendent d'audició
base	discurs	és a dir	871	2576.040	2579.640	0.0000	Una persona, per exemple, clar, és a dir una parella,	candidat ASR; pendent d'audició
base	discurs	clar	873	2582.000	2586.080	0.0000	perquè, clar, els dos han de treballar, si un no treballa,	candidat ASR; pendent d'audició
base	discurs	perquè	873	2582.000	2586.080	0.0000	perquè, clar, els dos han de treballar, si un no treballa,	candidat ASR; pendent d'audició
base	discurs	clar	874	2586.160	2588.640	0.0000	que reclama les ajudes, m'entén, és a dir que, clar,	candidat ASR; pendent d'audició
base	discurs	és a dir	874	2586.160	2588.640	0.0000	que reclama les ajudes, m'entén, és a dir que, clar,	candidat ASR; pendent d'audició
base	discurs	a nivell	878	2596.080	2600.360	0.0000	I, efectivament, pica més a nivell fiscal,	candidat ASR; pendent d'audició
base	discurs	doncs	879	2600.440	2603.360	0.0000	doncs els propetaris que abusen per evitar l'espiculació.	candidat ASR; pendent d'audició
base	discurs	bueno	881	2607.520	2611.240	0.0000	i, bueno, ja esperem que totes les forces polítiques	candidat ASR; pendent d'audició
base	territorial	comunals	887	2628.400	2631.240	0.0000	Diu, a les comunals, es presentaran a Sant Juli a D'Aloria?	candidat ASR; pendent d'audició
base	territorial	comunals	891	2640.760	2644.640	0.0000	Per les comunals, on més, no hi ha tanta virus...	candidat ASR; pendent d'audició
base	discurs	clar	893	2647.280	2649.800	0.0000	Clar, Sant Janan s'entorníem a la política nacional,	candidat ASR; pendent d'audició
base	discurs	bueno	894	2649.880	2653.080	0.0000	evidentment, però, bueno, no sabem si anirem sols,	candidat ASR; pendent d'audició
base	discurs	evidentment	894	2649.880	2653.080	0.0000	evidentment, però, bueno, no sabem si anirem sols,	candidat ASR; pendent d'audició
base	discurs	perquè	898	2663.560	2668.120	0.0000	perquè això ha de ser un projecte de persones d'accions.	candidat ASR; pendent d'audició
base	discurs	és a dir	899	2668.200	2669.560	0.0000	És a dir, un programa d'accions.	candidat ASR; pendent d'audició
base	discurs	perquè	900	2669.640	2672.120	0.0000	Ha de pensar, perquè em diu això...	candidat ASR; pendent d'audició
base	discurs	és a dir	911	2692.440	2695.560	0.0000	No hi ha molts sensibilitats, és a dir, és una sensibilitat.	candidat ASR; pendent d'audició
base	discurs	vull dir	913	2696.720	2698.960	0.0000	I, però vull dir que és de Sant Julià, clarament de Sant Julià?	candidat ASR; pendent d'audició
base	territorial	Sant Julià	913	2696.720	2698.960	0.0000	I, però vull dir que és de Sant Julià, clarament de Sant Julià?	candidat ASR; pendent d'audició
base	discurs	clar	918	2709.800	2713.480	0.0000	Perquè, clar, fer les eleccions, per tenir-la a cadira...	candidat ASR; pendent d'audició
base	discurs	perquè	918	2709.800	2713.480	0.0000	Perquè, clar, fer les eleccions, per tenir-la a cadira...	candidat ASR; pendent d'audició
base	discurs	bueno	922	2718.880	2722.080	0.0000	Bueno, hi ha gent que té ganes d'un canvi, sí, sí.	candidat ASR; pendent d'audició
base	discurs	perquè	926	2730.680	2733.200	0.0000	el pas de la casa, perquè està una mica deixat.	candidat ASR; pendent d'audició
base	discurs	per tant	928	2735.080	2739.400	0.0000	I per tant, hi ha persones que tenen ganes d'un canvi.	candidat ASR; pendent d'audició
base	discurs	no?	932	2750.200	2753.560	0.0000	I això no ho reclarem, no?	candidat ASR; pendent d'audició
base	discurs	perquè	941	2774.760	2778.120	0.0000	perquè jo el que vaig intentar fer és alertar	candidat ASR; pendent d'audició
base	discurs	a nivell	942	2778.200	2780.240	0.0000	a nivell de l'esfera purament política,	candidat ASR; pendent d'audició
base	discurs	a nivell	944	2782.760	2785.960	0.0000	I el problema que hi havia era a nivell de la redacció,	candidat ASR; pendent d'audició
base	discurs	per tant	948	2793.760	2797.280	0.0000	I per tant, tot això s'havia de canviar.	candidat ASR; pendent d'audició
base	discurs	clar	954	2816.800	2820.920	0.0000	clar, jo veig que havia de ser el conseller ras	candidat ASR; pendent d'audició
base	discurs	perquè	956	2822.840	2825.040	0.0000	perquè és molt difícil quantificar,	candidat ASR; pendent d'audició
base	discurs	clar	958	2827.640	2831.520	0.0000	"Clar, no és ""a, puc treballar un xesornada, treballo a ple temps""."	candidat ASR; pendent d'audició
base	discurs	clar	959	2831.600	2832.920	0.0000	Clar, no és ben veïgi.	candidat ASR; pendent d'audició
base	discurs	per tant	964	2844.880	2848.560	0.0000	I per tant, nosaltres pensem que s'ha de regla,	candidat ASR; pendent d'audició
base	discurs	no?	966	2851.600	2854.200	0.0000	Vostè no és establismen, no?	candidat ASR; pendent d'audició
base	discurs	perquè	968	2857.760	2860.200	0.0000	perquè ara ja m'ha dit que es porto nou anys.	candidat ASR; pendent d'audició
base	discurs	bueno	979	2889.360	2894.160	0.0000	Bueno, el senyor, és curios, perquè aquest senyor va declarar	candidat ASR; pendent d'audició
base	discurs	perquè	979	2889.360	2894.160	0.0000	Bueno, el senyor, és curios, perquè aquest senyor va declarar	candidat ASR; pendent d'audició
base	discurs	bueno	982	2900.400	2903.040	0.0000	Bueno, va passar per una limitada a l'Ajuntat de Presidents	candidat ASR; pendent d'audició
base	discurs	és a dir	984	2905.200	2908.080	0.0000	És a dir, m'ataca per una cosa que...	candidat ASR; pendent d'audició
base	discurs	perquè	995	2931.160	2932.440	0.0000	perquè jo soc per la transparentia.	candidat ASR; pendent d'audició
base	discurs	doncs	1003	2949.840	2953.200	0.0000	Doncs jo, el meu primer mandat, fa el tercer mandat, eh?	candidat ASR; pendent d'audició
base	discurs	a veure	1007	2962.520	2964.720	0.0000	Vaig anar a veure els representants dels coprins sèpsi,	candidat ASR; pendent d'audició
base	discurs	bé	1010	2969.520	2972.720	0.0000	Però bé, jo soc una gran defensora del cop principi.	candidat ASR; pendent d'audició
base	discurs	és a dir	1012	2975.720	2978.440	0.0000	La meva besant pragmàtica, eh? És a dir...	candidat ASR; pendent d'audició
base	discurs	evidentment	1031	3030.800	3034.320	0.0000	Ens agradaria tenir abortament aquí, evidentment, que sí.	candidat ASR; pendent d'audició
base	discurs	clar	1033	3037.040	3039.880	0.0000	perquè, clar, frances, gasten molts millons d'euros.	candidat ASR; pendent d'audició
base	discurs	perquè	1033	3037.040	3039.880	0.0000	perquè, clar, frances, gasten molts millons d'euros.	candidat ASR; pendent d'audició
base	discurs	perquè	1036	3048.440	3050.480	0.0000	perquè ens puc costar molt car.	candidat ASR; pendent d'audició
base	discurs	bé	1042	3060.040	3062.520	0.0000	Si o més, gràcies per venir, que vagi molt bé.	candidat ASR; pendent d'audició
