id	tipus	seccio	desti	usos	decisio	motiu	volatilitat	estat_buit	doc_id	font	familia_font	llicencia	redistribucio	domini	anys	entitats	estat_revisio
parla/oral/els-hostals-comunals-lacueva#b11	buit	Buits registrats	-	-	excloure	no-es-buit: limitació de la mostra	-	no-es-buit	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#b12	buit	Buits registrats	-	-	excloure	perfil del parlant: passa al frontmatter (generació, llengua primera, ofici: no consta)	-	parcial	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#b13	buit	Buits registrats	-	-	excloure	estat de drets, no pregunta de contingut	-	no-es-buit	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#b14	buit	Buits registrats	-	-	excloure	instrucció d'ús: passa al frontmatter com a citable_com_a_fet: false	-	parcial	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#b15	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	no-es-buit	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#b16	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	parcial	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	-
parla/oral/els-hostals-comunals-lacueva#c1	chunk	La transcripció	chunks	llengua	pendent	estat pendent-escolta; no entra a entrenament fins a validar l'àudio	0.0	-	parla/oral/els-hostals-comunals-lacueva	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	1556,2002,1795,1721,1745,1618,1757,1764,1806,1709,1853,1593,1832,2026,1893	Andorra Recerca; Creative Commons Attribution; Ludmilla Lacueva; Estudis Andorrans; Jordi Guillemet; Sant Miquel; Sant Julià; El Mostafa; Sant Esteves; Santa Coloma; Sant Pere; Sant Corneli; Josep Caixal	unreviewed
parla/oral/els-molins-daigua#b1	avis	(preàmbul)	-	-	excloure	fitxa editorial de la tanda; la durada passa al frontmatter	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b2	nota-treball	Cribratge i avís	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b3	cos	Cribratge i avís	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b4	consentiment	Consentiment	-	-	excloure	estat de drets; ja és a redistribucio de la fitxa de font	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b5	taula-fitxa	Qui parla	-	-	excloure	passa al frontmatter com a «parlant»	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b6	transcripcio	La transcripció	llengua	llengua	pendent	veu originària sense verificar contra l'àudio: pendent-escolta	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b7	cos	`[?llat]` — un buit del registre que aquesta peça tanca	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b8	transcripcio	`[?llat]` — un buit del registre que aquesta peça tanca	llengua	llengua	pendent	veu originària sense verificar contra l'àudio: pendent-escolta	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b9	cos	`[?llat]` — un buit del registre que aquesta peça tanca	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b10	taula	`[?llat]` — un buit del registre que aquesta peça tanca	-	-	pendent	taula presentada com a conjectura pel mateix text («conjectura», «no quadra», «dubtós»); revisió humana	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b11	cos	`[?llat]` — un buit del registre que aquesta peça tanca	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b12	cos	El lèxic de la màquina, que aquí és el de la màquina i no el del parlant	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b13	taula	El lèxic de la màquina, que aquí és el de la màquina i no el del parlant	-	-	incloure	taula de dades conservada en Markdown	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b14	nota-treball	El lèxic de la màquina, que aquí és el de la màquina i no el del parlant	-	-	excloure	el subjecte és «el corpus»	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b15	nota-treball	`aletes` i `la roda catalana`: el que sí que és lèxic	-	-	excloure	el subjecte és «el corpus»	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b16	nota-treball	`aletes` i `la roda catalana`: el que sí que és lèxic	-	-	excloure	el subjecte és «el corpus»	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b17	nota-treball	Dos parlants sobre el mateix ofici, amb dos lèxics que no es toquen	-	-	excloure	el subjecte és «el corpus»	-	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b18	taula	Dos parlants sobre el mateix ofici, amb dos lèxics que no es toquen	-	-	incloure	taula de dades conservada en Markdown	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b19	cos	Dos parlants sobre el mateix ofici, amb dos lèxics que no es toquen	-	-	incloure	fora dels usos de dades	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b20	buit	Buits registrats	-	-	excloure	no-es-buit: limitació de la mostra	-	parcial	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b21	buit	Buits registrats	-	-	excloure	perfil del parlant: passa al frontmatter (generació, llengua primera, ofici: no consta)	-	parcial	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b22	buit	Buits registrats	-	-	excloure	estat de drets, no pregunta de contingut	-	parcial	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b23	buit	Buits registrats	-	-	excloure	instrucció d'ús: passa al frontmatter com a citable_com_a_fet: false	-	resolt	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b24	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	no-es-buit	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b25	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	no-es-buit	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b26	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	no-es-buit	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#b27	buit	Buits registrats	-	-	excloure	buit de perfil, drets o instrucció de la mostra; passa a metadades o queda fora	-	font_externa	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	-
parla/oral/els-molins-daigua#c1	chunk	La transcripció	chunks	llengua	pendent	estat pendent-escolta; no entra a entrenament fins a validar l'àudio	0.0	-	parla/oral/els-molins-daigua	ari-capsules	ari-capsules	YouTube declara Creative Commons Attribution en vídeos individuals; verificació per peça, no per sèrie. Verificada a #34, #49, #56, #57, #60 i #65.	pendent	parla	2020,2026	Andorra Recerca; Creative Commons Attribution; Alan Ward; Sant Julià; Ràdio Andorra; Francina Pons	unreviewed
